model,num_tasks_seen,task,metric_type,accuracy
relu_0.3_ghada_adam,4,3,Task-IL,94.75
relu_0.3_ghada_adam,4,avg,Class-IL,21.79
relu_0.3_ghada_adam,4,avg,Task-IL,59.56
relu_0.3_ghada_adam,5,0,Class-IL,0.0
relu_0.3_ghada_adam,5,0,Task-IL,19.650000000000002
relu_0.3_ghada_adam,5,1,Class-IL,0.0
relu_0.3_ghada_adam,5,1,Task-IL,49.15
relu_0.3_ghada_adam,5,2,Class-IL,0.0
relu_0.3_ghada_adam,5,2,Task-IL,49.95
relu_0.3_ghada_adam,5,3,Class-IL,0.0
relu_0.3_ghada_adam,5,3,Task-IL,47.5
relu_0.3_ghada_adam,5,4,Class-IL,91.7
relu_0.3_ghada_adam,5,4,Task-IL,91.7
relu_0.3_ghada_adam,5,avg,Class-IL,18.34
relu_0.3_ghada_adam,5,avg,Task-IL,51.59
leaky_relu_0.3_ghada_adam,1,0,Class-IL,90.5
leaky_relu_0.3_ghada_adam,1,0,Task-IL,90.5
leaky_relu_0.3_ghada_adam,1,avg,Class-IL,90.5
leaky_relu_0.3_ghada_adam,1,avg,Task-IL,90.5
leaky_relu_0.3_ghada_adam,2,0,Class-IL,0.0
leaky_relu_0.3_ghada_adam,2,0,Task-IL,39.85
leaky_relu_0.3_ghada_adam,2,1,Class-IL,77.60000000000001
leaky_relu_0.3_ghada_adam,2,1,Task-IL,77.60000000000001
leaky_relu_0.3_ghada_adam,2,avg,Class-IL,38.8
leaky_relu_0.3_ghada_adam,2,avg,Task-IL,58.73
leaky_relu_0.3_ghada_adam,3,0,Class-IL,0.0
leaky_relu_0.3_ghada_adam,3,0,Task-IL,60.150000000000006
leaky_relu_0.3_ghada_adam,3,1,Class-IL,0.0
leaky_relu_0.3_ghada_adam,3,1,Task-IL,50.24999999999999
leaky_relu_0.3_ghada_adam,3,2,Class-IL,87.85
leaky_relu_0.3_ghada_adam,3,2,Task-IL,87.85
leaky_relu_0.3_ghada_adam,3,avg,Class-IL,29.28
leaky_relu_0.3_ghada_adam,3,avg,Task-IL,66.08
leaky_relu_0.3_ghada_adam,4,0,Class-IL,0.0
leaky_relu_0.3_ghada_adam,4,0,Task-IL,50.8
leaky_relu_0.3_ghada_adam,4,1,Class-IL,0.0
leaky_relu_0.3_ghada_adam,4,1,Task-IL,47.65
leaky_relu_0.3_ghada_adam,4,2,Class-IL,0.0
leaky_relu_0.3_ghada_adam,4,2,Task-IL,48.15
leaky_relu_0.3_ghada_adam,4,3,Class-IL,94.0
leaky_relu_0.3_ghada_adam,4,3,Task-IL,94.0
leaky_relu_0.3_ghada_adam,4,avg,Class-IL,23.5
leaky_relu_0.3_ghada_adam,4,avg,Task-IL,60.15
leaky_relu_0.3_ghada_adam,5,0,Class-IL,0.0
leaky_relu_0.3_ghada_adam,5,0,Task-IL,46.45
leaky_relu_0.3_ghada_adam,5,1,Class-IL,0.0
leaky_relu_0.3_ghada_adam,5,1,Task-IL,51.0
leaky_relu_0.3_ghada_adam,5,2,Class-IL,0.0
leaky_relu_0.3_ghada_adam,5,2,Task-IL,52.7
leaky_relu_0.3_ghada_adam,5,3,Class-IL,0.1
leaky_relu_0.3_ghada_adam,5,3,Task-IL,27.800000000000004
leaky_relu_0.3_ghada_adam,5,4,Class-IL,94.05
leaky_relu_0.3_ghada_adam,5,4,Task-IL,94.25
leaky_relu_0.3_ghada_adam,5,avg,Class-IL,18.83
leaky_relu_0.3_ghada_adam,5,avg,Task-IL,54.44
leaky_relu_0.3_ours_adam,1,0,Class-IL,90.5
leaky_relu_0.3_ours_adam,1,0,Task-IL,90.5
leaky_relu_0.3_ours_adam,1,avg,Class-IL,90.5
leaky_relu_0.3_ours_adam,1,avg,Task-IL,90.5
leaky_relu_0.3_ours_adam,2,0,Class-IL,0.0
leaky_relu_0.3_ours_adam,2,0,Task-IL,36.0
leaky_relu_0.3_ours_adam,2,1,Class-IL,78.10000000000001
leaky_relu_0.3_ours_adam,2,1,Task-IL,78.10000000000001
leaky_relu_0.3_ours_adam,2,avg,Class-IL,39.05
leaky_relu_0.3_ours_adam,2,avg,Task-IL,57.05
leaky_relu_0.3_ours_adam,3,0,Class-IL,0.0
leaky_relu_0.3_ours_adam,3,0,Task-IL,53.75
leaky_relu_0.3_ours_adam,3,1,Class-IL,0.0
leaky_relu_0.3_ours_adam,3,1,Task-IL,50.0
leaky_relu_0.3_ours_adam,3,2,Class-IL,88.94999999999999
leaky_relu_0.3_ours_adam,3,2,Task-IL,88.94999999999999
leaky_relu_0.3_ours_adam,3,avg,Class-IL,29.65
leaky_relu_0.3_ours_adam,3,avg,Task-IL,64.23
leaky_relu_0.3_ours_adam,4,0,Class-IL,0.0
leaky_relu_0.3_ours_adam,4,0,Task-IL,48.9
leaky_relu_0.3_ours_adam,4,1,Class-IL,0.0
leaky_relu_0.3_ours_adam,4,1,Task-IL,55.85
leaky_relu_0.3_ours_adam,4,2,Class-IL,0.5
leaky_relu_0.3_ours_adam,4,2,Task-IL,51.449999999999996
leaky_relu_0.3_ours_adam,4,3,Class-IL,87.35000000000001
leaky_relu_0.3_ours_adam,4,3,Task-IL,87.6
leaky_relu_0.3_ours_adam,4,avg,Class-IL,21.96
leaky_relu_0.3_ours_adam,4,avg,Task-IL,60.95
leaky_relu_0.3_ours_adam,5,0,Class-IL,0.0
leaky_relu_0.3_ours_adam,5,0,Task-IL,25.0
leaky_relu_0.3_ours_adam,5,1,Class-IL,0.0
leaky_relu_0.3_ours_adam,5,1,Task-IL,44.5
leaky_relu_0.3_ours_adam,5,2,Class-IL,0.0
leaky_relu_0.3_ours_adam,5,2,Task-IL,46.2
leaky_relu_0.3_ours_adam,5,3,Class-IL,0.0
leaky_relu_0.3_ours_adam,5,3,Task-IL,49.6
leaky_relu_0.3_ours_adam,5,4,Class-IL,92.7
leaky_relu_0.3_ours_adam,5,4,Task-IL,92.7
leaky_relu_0.3_ours_adam,5,avg,Class-IL,18.54
leaky_relu_0.3_ours_adam,5,avg,Task-IL,51.6
relu_0.3_ours_sgd,1,0,Class-IL,87.45
relu_0.3_ours_sgd,1,0,Task-IL,87.45
relu_0.3_ours_sgd,1,avg,Class-IL,87.45
relu_0.3_ours_sgd,1,avg,Task-IL,87.45
relu_0.3_ours_sgd,2,0,Class-IL,0.0
relu_0.3_ours_sgd,2,0,Task-IL,75.3
relu_0.3_ours_sgd,2,1,Class-IL,79.14999999999999
relu_0.3_ours_sgd,2,1,Task-IL,79.14999999999999
relu_0.3_ours_sgd,2,avg,Class-IL,39.57
relu_0.3_ours_sgd,2,avg,Task-IL,77.22
relu_0.3_ours_sgd,3,0,Class-IL,0.0
relu_0.3_ours_sgd,3,0,Task-IL,58.75
relu_0.3_ours_sgd,3,1,Class-IL,0.0
relu_0.3_ours_sgd,3,1,Task-IL,62.8
relu_0.3_ours_sgd,3,2,Class-IL,85.75
relu_0.3_ours_sgd,3,2,Task-IL,85.75
relu_0.3_ours_sgd,3,avg,Class-IL,28.58
relu_0.3_ours_sgd,3,avg,Task-IL,69.1
relu_0.3_ours_sgd,4,0,Class-IL,0.0
relu_0.3_ours_sgd,4,0,Task-IL,66.4
relu_0.3_ours_sgd,4,1,Class-IL,0.0
relu_0.3_ours_sgd,4,1,Task-IL,57.05
relu_0.3_ours_sgd,4,2,Class-IL,0.0
relu_0.3_ours_sgd,4,2,Task-IL,66.35
relu_0.3_ours_sgd,4,3,Class-IL,96.25
relu_0.3_ours_sgd,4,3,Task-IL,96.25
relu_0.3_ours_sgd,4,avg,Class-IL,24.06
relu_0.3_ours_sgd,4,avg,Task-IL,71.51
relu_0.3_ours_sgd,5,0,Class-IL,0.0
relu_0.3_ours_sgd,5,0,Task-IL,77.2
relu_0.3_ours_sgd,5,1,Class-IL,0.0
relu_0.3_ours_sgd,5,1,Task-IL,57.35
relu_0.3_ours_sgd,5,2,Class-IL,0.0
relu_0.3_ours_sgd,5,2,Task-IL,56.05
relu_0.3_ours_sgd,5,3,Class-IL,0.0
relu_0.3_ours_sgd,5,3,Task-IL,69.65
relu_0.3_ours_sgd,5,4,Class-IL,92.75
relu_0.3_ours_sgd,5,4,Task-IL,92.75
relu_0.3_ours_sgd,5,avg,Class-IL,18.55
relu_0.3_ours_sgd,5,avg,Task-IL,70.6
silu_0.3_ours_adam,1,0,Class-IL,90.95
silu_0.3_ours_adam,1,0,Task-IL,90.95
silu_0.3_ours_adam,1,avg,Class-IL,90.95
silu_0.3_ours_adam,1,avg,Task-IL,90.95
silu_0.3_ours_adam,2,0,Class-IL,0.0
silu_0.3_ours_adam,2,0,Task-IL,43.9
silu_0.3_ours_adam,2,1,Class-IL,81.69999999999999
silu_0.3_ours_adam,2,1,Task-IL,81.69999999999999
silu_0.3_ours_adam,2,avg,Class-IL,40.85
silu_0.3_ours_adam,2,avg,Task-IL,62.8
silu_0.3_ours_adam,3,0,Class-IL,0.0
silu_0.3_ours_adam,3,0,Task-IL,40.699999999999996
silu_0.3_ours_adam,3,1,Class-IL,0.0
silu_0.3_ours_adam,3,1,Task-IL,51.05
silu_0.3_ours_adam,3,2,Class-IL,91.64999999999999
silu_0.3_ours_adam,3,2,Task-IL,91.64999999999999
silu_0.3_ours_adam,3,avg,Class-IL,30.55
silu_0.3_ours_adam,3,avg,Task-IL,61.13
silu_0.3_ours_adam,4,0,Class-IL,0.0
silu_0.3_ours_adam,4,0,Task-IL,53.949999999999996
silu_0.3_ours_adam,4,1,Class-IL,0.0
silu_0.3_ours_adam,4,1,Task-IL,47.85
silu_0.3_ours_adam,4,2,Class-IL,0.0
silu_0.3_ours_adam,4,2,Task-IL,49.15
silu_0.3_ours_adam,4,3,Class-IL,95.45
silu_0.3_ours_adam,4,3,Task-IL,95.45
silu_0.3_ours_adam,4,avg,Class-IL,23.86
silu_0.3_ours_adam,4,avg,Task-IL,61.6
silu_0.3_ours_adam,5,0,Class-IL,0.0
silu_0.3_ours_adam,5,0,Task-IL,32.7
silu_0.3_ours_adam,5,1,Class-IL,0.0
silu_0.3_ours_adam,5,1,Task-IL,48.15
silu_0.3_ours_adam,5,2,Class-IL,0.0
silu_0.3_ours_adam,5,2,Task-IL,53.800000000000004
silu_0.3_ours_adam,5,3,Class-IL,0.0
silu_0.3_ours_adam,5,3,Task-IL,59.599999999999994
silu_0.3_ours_adam,5,4,Class-IL,92.2
silu_0.3_ours_adam,5,4,Task-IL,92.2
silu_0.3_ours_adam,5,avg,Class-IL,18.44
silu_0.3_ours_adam,5,avg,Task-IL,57.29
silu_0.2_ghada_sgd,1,0,Class-IL,94.55
silu_0.2_ghada_sgd,1,0,Task-IL,94.55
silu_0.2_ghada_sgd,1,avg,Class-IL,94.55
silu_0.2_ghada_sgd,1,avg,Task-IL,94.55
silu_0.2_ghada_sgd,2,0,Class-IL,0.0
silu_0.2_ghada_sgd,2,0,Task-IL,78.3
silu_0.2_ghada_sgd,2,1,Class-IL,83.35000000000001
silu_0.2_ghada_sgd,2,1,Task-IL,83.35000000000001
silu_0.2_ghada_sgd,2,avg,Class-IL,41.68
silu_0.2_ghada_sgd,2,avg,Task-IL,80.82
silu_0.2_ghada_sgd,3,0,Class-IL,0.0
silu_0.2_ghada_sgd,3,0,Task-IL,62.3
silu_0.2_ghada_sgd,3,1,Class-IL,0.0
silu_0.2_ghada_sgd,3,1,Task-IL,65.5
silu_0.2_ghada_sgd,3,2,Class-IL,89.75
silu_0.2_ghada_sgd,3,2,Task-IL,89.75
silu_0.2_ghada_sgd,3,avg,Class-IL,29.92
silu_0.2_ghada_sgd,3,avg,Task-IL,72.52
silu_0.2_ghada_sgd,4,0,Class-IL,0.0
silu_0.2_ghada_sgd,4,0,Task-IL,63.74999999999999
silu_0.2_ghada_sgd,4,1,Class-IL,0.0
silu_0.2_ghada_sgd,4,1,Task-IL,69.6
silu_0.2_ghada_sgd,4,2,Class-IL,0.0
silu_0.2_ghada_sgd,4,2,Task-IL,68.4
silu_0.2_ghada_sgd,4,3,Class-IL,97.75
silu_0.2_ghada_sgd,4,3,Task-IL,97.75
silu_0.2_ghada_sgd,4,avg,Class-IL,24.44
silu_0.2_ghada_sgd,4,avg,Task-IL,74.88
silu_0.2_ghada_sgd,5,0,Class-IL,0.0
silu_0.2_ghada_sgd,5,0,Task-IL,65.5
silu_0.2_ghada_sgd,5,1,Class-IL,0.0
silu_0.2_ghada_sgd,5,1,Task-IL,58.650000000000006
silu_0.2_ghada_sgd,5,2,Class-IL,0.0
silu_0.2_ghada_sgd,5,2,Task-IL,70.0
silu_0.2_ghada_sgd,5,3,Class-IL,0.0
silu_0.2_ghada_sgd,5,3,Task-IL,81.0
silu_0.2_ghada_sgd,5,4,Class-IL,93.5
silu_0.2_ghada_sgd,5,4,Task-IL,93.5
silu_0.2_ghada_sgd,5,avg,Class-IL,18.7
silu_0.2_ghada_sgd,5,avg,Task-IL,73.73
relu_0.2_ghada_sgd,1,0,Class-IL,87.45
relu_0.2_ghada_sgd,1,0,Task-IL,87.45
relu_0.2_ghada_sgd,1,avg,Class-IL,87.45
relu_0.2_ghada_sgd,1,avg,Task-IL,87.45
relu_0.2_ghada_sgd,2,0,Class-IL,0.0
relu_0.2_ghada_sgd,2,0,Task-IL,76.14999999999999
relu_0.2_ghada_sgd,2,1,Class-IL,79.65
relu_0.2_ghada_sgd,2,1,Task-IL,79.65
relu_0.2_ghada_sgd,2,avg,Class-IL,39.83
relu_0.2_ghada_sgd,2,avg,Task-IL,77.9
relu_0.2_ghada_sgd,3,0,Class-IL,0.0
relu_0.2_ghada_sgd,3,0,Task-IL,63.24999999999999
relu_0.2_ghada_sgd,3,1,Class-IL,0.0
relu_0.2_ghada_sgd,3,1,Task-IL,63.449999999999996
relu_0.2_ghada_sgd,3,2,Class-IL,85.7
relu_0.2_ghada_sgd,3,2,Task-IL,85.7
relu_0.2_ghada_sgd,3,avg,Class-IL,28.57
relu_0.2_ghada_sgd,3,avg,Task-IL,70.8
relu_0.2_ghada_sgd,4,0,Class-IL,0.0
relu_0.2_ghada_sgd,4,0,Task-IL,64.64999999999999
relu_0.2_ghada_sgd,4,1,Class-IL,0.0
relu_0.2_ghada_sgd,4,1,Task-IL,46.7
relu_0.2_ghada_sgd,4,2,Class-IL,0.0
relu_0.2_ghada_sgd,4,2,Task-IL,55.65
relu_0.2_ghada_sgd,4,3,Class-IL,95.0
relu_0.2_ghada_sgd,4,3,Task-IL,95.0
relu_0.2_ghada_sgd,4,avg,Class-IL,23.75
relu_0.2_ghada_sgd,4,avg,Task-IL,65.5
relu_0.2_ghada_sgd,5,0,Class-IL,0.0
relu_0.2_ghada_sgd,5,0,Task-IL,69.35
relu_0.2_ghada_sgd,5,1,Class-IL,0.0
relu_0.2_ghada_sgd,5,1,Task-IL,53.449999999999996
relu_0.2_ghada_sgd,5,2,Class-IL,0.0
relu_0.2_ghada_sgd,5,2,Task-IL,55.85
relu_0.2_ghada_sgd,5,3,Class-IL,0.0
relu_0.2_ghada_sgd,5,3,Task-IL,70.75
relu_0.2_ghada_sgd,5,4,Class-IL,93.10000000000001
relu_0.2_ghada_sgd,5,4,Task-IL,93.10000000000001
relu_0.2_ghada_sgd,5,avg,Class-IL,18.62
relu_0.2_ghada_sgd,5,avg,Task-IL,68.5
leaky_relu_0.2_ghada_adam,1,0,Class-IL,90.5
leaky_relu_0.2_ghada_adam,1,0,Task-IL,90.5
leaky_relu_0.2_ghada_adam,1,avg,Class-IL,90.5
leaky_relu_0.2_ghada_adam,1,avg,Task-IL,90.5
leaky_relu_0.2_ghada_adam,2,0,Class-IL,0.0
leaky_relu_0.2_ghada_adam,2,0,Task-IL,37.65
leaky_relu_0.2_ghada_adam,2,1,Class-IL,77.7
leaky_relu_0.2_ghada_adam,2,1,Task-IL,77.7
leaky_relu_0.2_ghada_adam,2,avg,Class-IL,38.85
leaky_relu_0.2_ghada_adam,2,avg,Task-IL,57.68
leaky_relu_0.2_ghada_adam,3,0,Class-IL,0.0
leaky_relu_0.2_ghada_adam,3,0,Task-IL,50.14999999999999
leaky_relu_0.2_ghada_adam,3,1,Class-IL,0.0
leaky_relu_0.2_ghada_adam,3,1,Task-IL,50.9
leaky_relu_0.2_ghada_adam,3,2,Class-IL,87.64999999999999
leaky_relu_0.2_ghada_adam,3,2,Task-IL,87.64999999999999
leaky_relu_0.2_ghada_adam,3,avg,Class-IL,29.22
leaky_relu_0.2_ghada_adam,3,avg,Task-IL,62.9
leaky_relu_0.2_ghada_adam,4,0,Class-IL,0.0
leaky_relu_0.2_ghada_adam,4,0,Task-IL,50.0
leaky_relu_0.2_ghada_adam,4,1,Class-IL,0.0
leaky_relu_0.2_ghada_adam,4,1,Task-IL,50.849999999999994
leaky_relu_0.2_ghada_adam,4,2,Class-IL,0.15
leaky_relu_0.2_ghada_adam,4,2,Task-IL,50.0
leaky_relu_0.2_ghada_adam,4,3,Class-IL,50.0
leaky_relu_0.2_ghada_adam,4,3,Task-IL,50.1
leaky_relu_0.2_ghada_adam,4,avg,Class-IL,12.54
leaky_relu_0.2_ghada_adam,4,avg,Task-IL,50.24
leaky_relu_0.2_ghada_adam,5,0,Class-IL,0.0
leaky_relu_0.2_ghada_adam,5,0,Task-IL,49.5
leaky_relu_0.2_ghada_adam,5,1,Class-IL,0.0
leaky_relu_0.2_ghada_adam,5,1,Task-IL,61.1
leaky_relu_0.2_ghada_adam,5,2,Class-IL,0.0
leaky_relu_0.2_ghada_adam,5,2,Task-IL,51.9
leaky_relu_0.2_ghada_adam,5,3,Class-IL,0.0
leaky_relu_0.2_ghada_adam,5,3,Task-IL,42.449999999999996
leaky_relu_0.2_ghada_adam,5,4,Class-IL,93.30000000000001
leaky_relu_0.2_ghada_adam,5,4,Task-IL,93.35
leaky_relu_0.2_ghada_adam,5,avg,Class-IL,18.66
leaky_relu_0.2_ghada_adam,5,avg,Task-IL,59.66
01_baseline_sgd_relu,1,0,Class-IL,89.1
01_baseline_sgd_relu,1,0,Task-IL,89.1
01_baseline_sgd_relu,1,avg,Class-IL,89.1
01_baseline_sgd_relu,1,avg,Task-IL,89.1
01_baseline_sgd_relu,2,0,Class-IL,0.0
01_baseline_sgd_relu,2,0,Task-IL,70.35
01_baseline_sgd_relu,2,1,Class-IL,73.35000000000001
01_baseline_sgd_relu,2,1,Task-IL,73.35000000000001
01_baseline_sgd_relu,2,avg,Class-IL,36.68
01_baseline_sgd_relu,2,avg,Task-IL,71.85
01_baseline_sgd_relu,3,0,Class-IL,0.0
01_baseline_sgd_relu,3,0,Task-IL,62.5
01_baseline_sgd_relu,3,1,Class-IL,0.0
01_baseline_sgd_relu,3,1,Task-IL,65.45
01_baseline_sgd_relu,3,2,Class-IL,87.55
01_baseline_sgd_relu,3,2,Task-IL,87.55
01_baseline_sgd_relu,3,avg,Class-IL,29.18
01_baseline_sgd_relu,3,avg,Task-IL,71.83
01_baseline_sgd_relu,4,0,Class-IL,0.0
01_baseline_sgd_relu,4,0,Task-IL,58.550000000000004
01_baseline_sgd_relu,4,1,Class-IL,0.0
01_baseline_sgd_relu,4,1,Task-IL,60.550000000000004
01_baseline_sgd_relu,4,2,Class-IL,0.0
01_baseline_sgd_relu,4,2,Task-IL,72.45
01_baseline_sgd_relu,4,3,Class-IL,95.89999999999999
01_baseline_sgd_relu,4,3,Task-IL,95.89999999999999
01_baseline_sgd_relu,4,avg,Class-IL,23.98
01_baseline_sgd_relu,4,avg,Task-IL,71.86
01_baseline_sgd_relu,5,0,Class-IL,0.0
01_baseline_sgd_relu,5,0,Task-IL,33.800000000000004
01_baseline_sgd_relu,5,1,Class-IL,0.0
01_baseline_sgd_relu,5,1,Task-IL,54.15
01_baseline_sgd_relu,5,2,Class-IL,0.0
01_baseline_sgd_relu,5,2,Task-IL,63.949999999999996
01_baseline_sgd_relu,5,3,Class-IL,0.0
01_baseline_sgd_relu,5,3,Task-IL,69.35
01_baseline_sgd_relu,5,4,Class-IL,91.85
01_baseline_sgd_relu,5,4,Task-IL,91.85
01_baseline_sgd_relu,5,avg,Class-IL,18.37
01_baseline_sgd_relu,5,avg,Task-IL,62.62
silu_0.3_ours_sgd,1,0,Class-IL,94.55
silu_0.3_ours_sgd,1,0,Task-IL,94.55
silu_0.3_ours_sgd,1,avg,Class-IL,94.55
silu_0.3_ours_sgd,1,avg,Task-IL,94.55
silu_0.3_ours_sgd,2,0,Class-IL,0.0
silu_0.3_ours_sgd,2,0,Task-IL,77.3
silu_0.3_ours_sgd,2,1,Class-IL,83.39999999999999
silu_0.3_ours_sgd,2,1,Task-IL,83.39999999999999
silu_0.3_ours_sgd,2,avg,Class-IL,41.7
silu_0.3_ours_sgd,2,avg,Task-IL,80.35
silu_0.3_ours_sgd,3,0,Class-IL,0.0
silu_0.3_ours_sgd,3,0,Task-IL,62.74999999999999
silu_0.3_ours_sgd,3,1,Class-IL,0.0
silu_0.3_ours_sgd,3,1,Task-IL,66.05
silu_0.3_ours_sgd,3,2,Class-IL,89.85
silu_0.3_ours_sgd,3,2,Task-IL,89.85
silu_0.3_ours_sgd,3,avg,Class-IL,29.95
silu_0.3_ours_sgd,3,avg,Task-IL,72.88
silu_0.3_ours_sgd,4,0,Class-IL,0.0
silu_0.3_ours_sgd,4,0,Task-IL,65.75
silu_0.3_ours_sgd,4,1,Class-IL,0.0
silu_0.3_ours_sgd,4,1,Task-IL,70.5
silu_0.3_ours_sgd,4,2,Class-IL,0.0
silu_0.3_ours_sgd,4,2,Task-IL,66.75
silu_0.3_ours_sgd,4,3,Class-IL,97.45
silu_0.3_ours_sgd,4,3,Task-IL,97.45
silu_0.3_ours_sgd,4,avg,Class-IL,24.36
silu_0.3_ours_sgd,4,avg,Task-IL,75.11
silu_0.3_ours_sgd,5,0,Class-IL,0.0
silu_0.3_ours_sgd,5,0,Task-IL,66.10000000000001
silu_0.3_ours_sgd,5,1,Class-IL,0.0
silu_0.3_ours_sgd,5,1,Task-IL,62.2
silu_0.3_ours_sgd,5,2,Class-IL,0.0
silu_0.3_ours_sgd,5,2,Task-IL,70.65
silu_0.3_ours_sgd,5,3,Class-IL,0.0
silu_0.3_ours_sgd,5,3,Task-IL,82.89999999999999
silu_0.3_ours_sgd,5,4,Class-IL,93.75
silu_0.3_ours_sgd,5,4,Task-IL,93.75
silu_0.3_ours_sgd,5,avg,Class-IL,18.75
silu_0.3_ours_sgd,5,avg,Task-IL,75.12
relu_0.3_ours_adam,1,0,Class-IL,93.85
relu_0.3_ours_adam,1,0,Task-IL,93.85
relu_0.3_ours_adam,1,avg,Class-IL,93.85
relu_0.3_ours_adam,1,avg,Task-IL,93.85
relu_0.3_ours_adam,2,0,Class-IL,0.0
relu_0.3_ours_adam,2,0,Task-IL,44.4
relu_0.3_ours_adam,2,1,Class-IL,78.35
relu_0.3_ours_adam,2,1,Task-IL,78.35
relu_0.3_ours_adam,2,avg,Class-IL,39.17
relu_0.3_ours_adam,2,avg,Task-IL,61.38
relu_0.3_ours_adam,3,0,Class-IL,0.0
relu_0.3_ours_adam,3,0,Task-IL,50.3
relu_0.3_ours_adam,3,1,Class-IL,10.65
relu_0.3_ours_adam,3,1,Task-IL,50.0
relu_0.3_ours_adam,3,2,Class-IL,60.050000000000004
relu_0.3_ours_adam,3,2,Task-IL,88.44999999999999
relu_0.3_ours_adam,3,avg,Class-IL,23.57
relu_0.3_ours_adam,3,avg,Task-IL,62.92
relu_0.3_ours_adam,4,0,Class-IL,0.0
relu_0.3_ours_adam,4,0,Task-IL,50.7
relu_0.3_ours_adam,4,1,Class-IL,0.0
relu_0.3_ours_adam,4,1,Task-IL,50.0
relu_0.3_ours_adam,4,2,Class-IL,0.0
relu_0.3_ours_adam,4,2,Task-IL,48.65
relu_0.3_ours_adam,4,3,Class-IL,95.35
relu_0.3_ours_adam,4,3,Task-IL,95.35
relu_0.3_ours_adam,4,avg,Class-IL,23.84
relu_0.3_ours_adam,4,avg,Task-IL,61.18
relu_0.3_ours_adam,5,0,Class-IL,0.0
relu_0.3_ours_adam,5,0,Task-IL,26.85
relu_0.3_ours_adam,5,1,Class-IL,0.0
relu_0.3_ours_adam,5,1,Task-IL,50.0
relu_0.3_ours_adam,5,2,Class-IL,0.0
relu_0.3_ours_adam,5,2,Task-IL,50.0
relu_0.3_ours_adam,5,3,Class-IL,0.0
relu_0.3_ours_adam,5,3,Task-IL,36.3
relu_0.3_ours_adam,5,4,Class-IL,90.60000000000001
relu_0.3_ours_adam,5,4,Task-IL,90.60000000000001
relu_0.3_ours_adam,5,avg,Class-IL,18.12
relu_0.3_ours_adam,5,avg,Task-IL,50.75
relu_0.2_ours_sgd,1,0,Class-IL,87.45
relu_0.2_ours_sgd,1,0,Task-IL,87.45
relu_0.2_ours_sgd,1,avg,Class-IL,87.45
relu_0.2_ours_sgd,1,avg,Task-IL,87.45
relu_0.2_ours_sgd,2,0,Class-IL,0.0
relu_0.2_ours_sgd,2,0,Task-IL,76.14999999999999
relu_0.2_ours_sgd,2,1,Class-IL,79.65
relu_0.2_ours_sgd,2,1,Task-IL,79.65
relu_0.2_ours_sgd,2,avg,Class-IL,39.83
relu_0.2_ours_sgd,2,avg,Task-IL,77.9
relu_0.2_ours_sgd,3,0,Class-IL,0.0
relu_0.2_ours_sgd,3,0,Task-IL,63.24999999999999
relu_0.2_ours_sgd,3,1,Class-IL,0.0
relu_0.2_ours_sgd,3,1,Task-IL,63.449999999999996
relu_0.2_ours_sgd,3,2,Class-IL,85.7
relu_0.2_ours_sgd,3,2,Task-IL,85.7
relu_0.2_ours_sgd,3,avg,Class-IL,28.57
relu_0.2_ours_sgd,3,avg,Task-IL,70.8
relu_0.2_ours_sgd,4,0,Class-IL,0.0
relu_0.2_ours_sgd,4,0,Task-IL,64.64999999999999
relu_0.2_ours_sgd,4,1,Class-IL,0.0
relu_0.2_ours_sgd,4,1,Task-IL,46.7
relu_0.2_ours_sgd,4,2,Class-IL,0.0
relu_0.2_ours_sgd,4,2,Task-IL,55.65
relu_0.2_ours_sgd,4,3,Class-IL,95.0
relu_0.2_ours_sgd,4,3,Task-IL,95.0
relu_0.2_ours_sgd,4,avg,Class-IL,23.75
relu_0.2_ours_sgd,4,avg,Task-IL,65.5
relu_0.2_ours_sgd,5,0,Class-IL,0.0
relu_0.2_ours_sgd,5,0,Task-IL,69.35
relu_0.2_ours_sgd,5,1,Class-IL,0.0
relu_0.2_ours_sgd,5,1,Task-IL,53.449999999999996
relu_0.2_ours_sgd,5,2,Class-IL,0.0
relu_0.2_ours_sgd,5,2,Task-IL,55.85
relu_0.2_ours_sgd,5,3,Class-IL,0.0
relu_0.2_ours_sgd,5,3,Task-IL,70.75
relu_0.2_ours_sgd,5,4,Class-IL,93.10000000000001
relu_0.2_ours_sgd,5,4,Task-IL,93.10000000000001
relu_0.2_ours_sgd,5,avg,Class-IL,18.62
relu_0.2_ours_sgd,5,avg,Task-IL,68.5
leaky_relu_0.2_ours_sgd,1,0,Class-IL,89.1
leaky_relu_0.2_ours_sgd,1,0,Task-IL,89.1
leaky_relu_0.2_ours_sgd,1,avg,Class-IL,89.1
leaky_relu_0.2_ours_sgd,1,avg,Task-IL,89.1
leaky_relu_0.2_ours_sgd,2,0,Class-IL,0.0
leaky_relu_0.2_ours_sgd,2,0,Task-IL,70.35
leaky_relu_0.2_ours_sgd,2,1,Class-IL,73.35000000000001
leaky_relu_0.2_ours_sgd,2,1,Task-IL,73.35000000000001
leaky_relu_0.2_ours_sgd,2,avg,Class-IL,36.68
leaky_relu_0.2_ours_sgd,2,avg,Task-IL,71.85
leaky_relu_0.2_ours_sgd,3,0,Class-IL,0.0
leaky_relu_0.2_ours_sgd,3,0,Task-IL,62.949999999999996
leaky_relu_0.2_ours_sgd,3,1,Class-IL,0.0
leaky_relu_0.2_ours_sgd,3,1,Task-IL,65.2
