task,layer,inactive_count,epoch,model
1,conv1,1,0,relu_0.3_ghada_adam
1,layer1,0,0,relu_0.3_ghada_adam
1,layer2,0,0,relu_0.3_ghada_adam
1,layer3,0,0,relu_0.3_ghada_adam
1,layer4,1,0,relu_0.3_ghada_adam
1,conv1,7,1,relu_0.3_ghada_adam
1,layer1,0,1,relu_0.3_ghada_adam
1,layer2,0,1,relu_0.3_ghada_adam
1,layer3,0,1,relu_0.3_ghada_adam
1,layer4,1,1,relu_0.3_ghada_adam
1,conv1,10,2,relu_0.3_ghada_adam
1,layer1,0,2,relu_0.3_ghada_adam
1,layer2,0,2,relu_0.3_ghada_adam
1,layer3,0,2,relu_0.3_ghada_adam
1,layer4,7,2,relu_0.3_ghada_adam
1,conv1,10,3,relu_0.3_ghada_adam
1,layer1,0,3,relu_0.3_ghada_adam
1,layer2,0,3,relu_0.3_ghada_adam
1,layer3,0,3,relu_0.3_ghada_adam
1,layer4,4,3,relu_0.3_ghada_adam
1,conv1,10,4,relu_0.3_ghada_adam
1,layer1,0,4,relu_0.3_ghada_adam
1,layer2,0,4,relu_0.3_ghada_adam
1,layer3,0,4,relu_0.3_ghada_adam
1,layer4,0,4,relu_0.3_ghada_adam
1,conv1,10,5,relu_0.3_ghada_adam
1,layer1,0,5,relu_0.3_ghada_adam
1,layer2,0,5,relu_0.3_ghada_adam
1,layer3,0,5,relu_0.3_ghada_adam
1,layer4,0,5,relu_0.3_ghada_adam
1,conv1,21,6,relu_0.3_ghada_adam
1,layer1,0,6,relu_0.3_ghada_adam
1,layer2,0,6,relu_0.3_ghada_adam
1,layer3,0,6,relu_0.3_ghada_adam
1,layer4,0,6,relu_0.3_ghada_adam
1,conv1,23,7,relu_0.3_ghada_adam
1,layer1,0,7,relu_0.3_ghada_adam
1,layer2,0,7,relu_0.3_ghada_adam
1,layer3,0,7,relu_0.3_ghada_adam
1,layer4,1,7,relu_0.3_ghada_adam
1,conv1,27,8,relu_0.3_ghada_adam
1,layer1,0,8,relu_0.3_ghada_adam
1,layer2,0,8,relu_0.3_ghada_adam
1,layer3,0,8,relu_0.3_ghada_adam
1,layer4,2,8,relu_0.3_ghada_adam
1,conv1,29,9,relu_0.3_ghada_adam
1,layer1,0,9,relu_0.3_ghada_adam
1,layer2,0,9,relu_0.3_ghada_adam
1,layer3,0,9,relu_0.3_ghada_adam
1,layer4,0,9,relu_0.3_ghada_adam
2,conv1,32,0,relu_0.3_ghada_adam
2,layer1,0,0,relu_0.3_ghada_adam
2,layer2,0,0,relu_0.3_ghada_adam
2,layer3,0,0,relu_0.3_ghada_adam
2,layer4,0,0,relu_0.3_ghada_adam
2,conv1,27,1,relu_0.3_ghada_adam
2,layer1,0,1,relu_0.3_ghada_adam
2,layer2,0,1,relu_0.3_ghada_adam
2,layer3,0,1,relu_0.3_ghada_adam
2,layer4,0,1,relu_0.3_ghada_adam
2,conv1,34,2,relu_0.3_ghada_adam
2,layer1,0,2,relu_0.3_ghada_adam
2,layer2,0,2,relu_0.3_ghada_adam
2,layer3,0,2,relu_0.3_ghada_adam
2,layer4,0,2,relu_0.3_ghada_adam
2,conv1,33,3,relu_0.3_ghada_adam
2,layer1,0,3,relu_0.3_ghada_adam
2,layer2,0,3,relu_0.3_ghada_adam
2,layer3,0,3,relu_0.3_ghada_adam
2,layer4,0,3,relu_0.3_ghada_adam
2,conv1,35,4,relu_0.3_ghada_adam
2,layer1,0,4,relu_0.3_ghada_adam
2,layer2,0,4,relu_0.3_ghada_adam
2,layer3,0,4,relu_0.3_ghada_adam
2,layer4,0,4,relu_0.3_ghada_adam
2,conv1,29,5,relu_0.3_ghada_adam
2,layer1,0,5,relu_0.3_ghada_adam
2,layer2,0,5,relu_0.3_ghada_adam
2,layer3,0,5,relu_0.3_ghada_adam
2,layer4,0,5,relu_0.3_ghada_adam
2,conv1,35,6,relu_0.3_ghada_adam
2,layer1,0,6,relu_0.3_ghada_adam
2,layer2,0,6,relu_0.3_ghada_adam
2,layer3,0,6,relu_0.3_ghada_adam
2,layer4,0,6,relu_0.3_ghada_adam
2,conv1,36,7,relu_0.3_ghada_adam
2,layer1,0,7,relu_0.3_ghada_adam
2,layer2,0,7,relu_0.3_ghada_adam
2,layer3,0,7,relu_0.3_ghada_adam
2,layer4,0,7,relu_0.3_ghada_adam
2,conv1,36,8,relu_0.3_ghada_adam
2,layer1,0,8,relu_0.3_ghada_adam
2,layer2,0,8,relu_0.3_ghada_adam
2,layer3,0,8,relu_0.3_ghada_adam
2,layer4,0,8,relu_0.3_ghada_adam
2,conv1,37,9,relu_0.3_ghada_adam
2,layer1,0,9,relu_0.3_ghada_adam
2,layer2,0,9,relu_0.3_ghada_adam
2,layer3,0,9,relu_0.3_ghada_adam
2,layer4,0,9,relu_0.3_ghada_adam
3,conv1,38,0,relu_0.3_ghada_adam
3,layer1,0,0,relu_0.3_ghada_adam
3,layer2,0,0,relu_0.3_ghada_adam
3,layer3,0,0,relu_0.3_ghada_adam
3,layer4,115,0,relu_0.3_ghada_adam
3,conv1,40,1,relu_0.3_ghada_adam
3,layer1,0,1,relu_0.3_ghada_adam
3,layer2,0,1,relu_0.3_ghada_adam
3,layer3,0,1,relu_0.3_ghada_adam
3,layer4,59,1,relu_0.3_ghada_adam
3,conv1,40,2,relu_0.3_ghada_adam
3,layer1,0,2,relu_0.3_ghada_adam
3,layer2,0,2,relu_0.3_ghada_adam
3,layer3,0,2,relu_0.3_ghada_adam
3,layer4,40,2,relu_0.3_ghada_adam
3,conv1,42,3,relu_0.3_ghada_adam
3,layer1,0,3,relu_0.3_ghada_adam
3,layer2,0,3,relu_0.3_ghada_adam
3,layer3,0,3,relu_0.3_ghada_adam
3,layer4,31,3,relu_0.3_ghada_adam
3,conv1,38,4,relu_0.3_ghada_adam
3,layer1,0,4,relu_0.3_ghada_adam
3,layer2,0,4,relu_0.3_ghada_adam
3,layer3,0,4,relu_0.3_ghada_adam
3,layer4,51,4,relu_0.3_ghada_adam
3,conv1,37,5,relu_0.3_ghada_adam
3,layer1,0,5,relu_0.3_ghada_adam
3,layer2,0,5,relu_0.3_ghada_adam
3,layer3,0,5,relu_0.3_ghada_adam
3,layer4,61,5,relu_0.3_ghada_adam
3,conv1,35,6,relu_0.3_ghada_adam
3,layer1,0,6,relu_0.3_ghada_adam
3,layer2,0,6,relu_0.3_ghada_adam
3,layer3,0,6,relu_0.3_ghada_adam
3,layer4,62,6,relu_0.3_ghada_adam
3,conv1,38,7,relu_0.3_ghada_adam
3,layer1,0,7,relu_0.3_ghada_adam
3,layer2,0,7,relu_0.3_ghada_adam
3,layer3,0,7,relu_0.3_ghada_adam
3,layer4,37,7,relu_0.3_ghada_adam
3,conv1,37,8,relu_0.3_ghada_adam
3,layer1,0,8,relu_0.3_ghada_adam
3,layer2,0,8,relu_0.3_ghada_adam
3,layer3,0,8,relu_0.3_ghada_adam
3,layer4,69,8,relu_0.3_ghada_adam
3,conv1,38,9,relu_0.3_ghada_adam
3,layer1,0,9,relu_0.3_ghada_adam
3,layer2,0,9,relu_0.3_ghada_adam
3,layer3,0,9,relu_0.3_ghada_adam
3,layer4,27,9,relu_0.3_ghada_adam
4,conv1,37,0,relu_0.3_ghada_adam
4,layer1,0,0,relu_0.3_ghada_adam
4,layer2,0,0,relu_0.3_ghada_adam
4,layer3,0,0,relu_0.3_ghada_adam
4,layer4,34,0,relu_0.3_ghada_adam
4,conv1,37,1,relu_0.3_ghada_adam
4,layer1,0,1,relu_0.3_ghada_adam
4,layer2,0,1,relu_0.3_ghada_adam
4,layer3,0,1,relu_0.3_ghada_adam
4,layer4,7,1,relu_0.3_ghada_adam
4,conv1,37,2,relu_0.3_ghada_adam
4,layer1,0,2,relu_0.3_ghada_adam
4,layer2,0,2,relu_0.3_ghada_adam
4,layer3,0,2,relu_0.3_ghada_adam
4,layer4,20,2,relu_0.3_ghada_adam
4,conv1,37,3,relu_0.3_ghada_adam
4,layer1,0,3,relu_0.3_ghada_adam
4,layer2,0,3,relu_0.3_ghada_adam
4,layer3,0,3,relu_0.3_ghada_adam
4,layer4,38,3,relu_0.3_ghada_adam
4,conv1,39,4,relu_0.3_ghada_adam
4,layer1,0,4,relu_0.3_ghada_adam
4,layer2,0,4,relu_0.3_ghada_adam
4,layer3,0,4,relu_0.3_ghada_adam
4,layer4,10,4,relu_0.3_ghada_adam
4,conv1,39,5,relu_0.3_ghada_adam
4,layer1,0,5,relu_0.3_ghada_adam
4,layer2,0,5,relu_0.3_ghada_adam
4,layer3,0,5,relu_0.3_ghada_adam
4,layer4,36,5,relu_0.3_ghada_adam
4,conv1,38,6,relu_0.3_ghada_adam
4,layer1,0,6,relu_0.3_ghada_adam
4,layer2,0,6,relu_0.3_ghada_adam
4,layer3,0,6,relu_0.3_ghada_adam
4,layer4,14,6,relu_0.3_ghada_adam
4,conv1,39,7,relu_0.3_ghada_adam
4,layer1,0,7,relu_0.3_ghada_adam
4,layer2,0,7,relu_0.3_ghada_adam
4,layer3,0,7,relu_0.3_ghada_adam
4,layer4,24,7,relu_0.3_ghada_adam
4,conv1,40,8,relu_0.3_ghada_adam
4,layer1,0,8,relu_0.3_ghada_adam
4,layer2,0,8,relu_0.3_ghada_adam
4,layer3,0,8,relu_0.3_ghada_adam
4,layer4,20,8,relu_0.3_ghada_adam
4,conv1,40,9,relu_0.3_ghada_adam
4,layer1,0,9,relu_0.3_ghada_adam
4,layer2,0,9,relu_0.3_ghada_adam
4,layer3,0,9,relu_0.3_ghada_adam
4,layer4,26,9,relu_0.3_ghada_adam
5,conv1,39,0,relu_0.3_ghada_adam
5,layer1,0,0,relu_0.3_ghada_adam
5,layer2,0,0,relu_0.3_ghada_adam
5,layer3,0,0,relu_0.3_ghada_adam
5,layer4,59,0,relu_0.3_ghada_adam
5,conv1,39,1,relu_0.3_ghada_adam
5,layer1,0,1,relu_0.3_ghada_adam
5,layer2,0,1,relu_0.3_ghada_adam
5,layer3,0,1,relu_0.3_ghada_adam
5,layer4,24,1,relu_0.3_ghada_adam
5,conv1,39,2,relu_0.3_ghada_adam
5,layer1,0,2,relu_0.3_ghada_adam
5,layer2,0,2,relu_0.3_ghada_adam
5,layer3,0,2,relu_0.3_ghada_adam
5,layer4,19,2,relu_0.3_ghada_adam
5,conv1,39,3,relu_0.3_ghada_adam
5,layer1,0,3,relu_0.3_ghada_adam
5,layer2,0,3,relu_0.3_ghada_adam
5,layer3,0,3,relu_0.3_ghada_adam
5,layer4,10,3,relu_0.3_ghada_adam
5,conv1,39,4,relu_0.3_ghada_adam
5,layer1,0,4,relu_0.3_ghada_adam
5,layer2,0,4,relu_0.3_ghada_adam
5,layer3,0,4,relu_0.3_ghada_adam
5,layer4,39,4,relu_0.3_ghada_adam
5,conv1,39,5,relu_0.3_ghada_adam
5,layer1,0,5,relu_0.3_ghada_adam
5,layer2,0,5,relu_0.3_ghada_adam
5,layer3,0,5,relu_0.3_ghada_adam
5,layer4,20,5,relu_0.3_ghada_adam
5,conv1,39,6,relu_0.3_ghada_adam
5,layer1,0,6,relu_0.3_ghada_adam
5,layer2,0,6,relu_0.3_ghada_adam
5,layer3,0,6,relu_0.3_ghada_adam
5,layer4,20,6,relu_0.3_ghada_adam
5,conv1,39,7,relu_0.3_ghada_adam
5,layer1,0,7,relu_0.3_ghada_adam
5,layer2,0,7,relu_0.3_ghada_adam
5,layer3,0,7,relu_0.3_ghada_adam
5,layer4,25,7,relu_0.3_ghada_adam
5,conv1,39,8,relu_0.3_ghada_adam
5,layer1,0,8,relu_0.3_ghada_adam
5,layer2,0,8,relu_0.3_ghada_adam
5,layer3,0,8,relu_0.3_ghada_adam
