neuron_id,death_task,death_epoch
10,0,1
20,0,1
50,0,1
57,0,1
63,0,1
83,0,1
86,0,1
100,0,1
113,0,1
118,0,1
124,0,1
127,0,1
144,0,1
149,0,1
157,0,1
162,0,1
183,0,1
213,0,1
219,0,1
240,0,1
242,0,1
250,0,1
265,0,1
268,0,1
280,0,1
285,0,1
290,0,1
297,0,1
301,0,1
302,0,1
314,0,1
317,0,1
319,0,1
341,0,1
342,0,1
344,0,1
353,0,1
368,0,1
379,0,1
384,0,1
386,0,1
387,0,1
424,0,1
425,0,1
428,0,1
453,0,1
455,0,1
465,0,1
466,0,1
473,0,1
498,0,1
502,0,1
67,0,2
107,0,2
152,0,2
258,0,2
308,0,2
435,0,2
490,0,2
506,0,2
11,0,3
14,0,3
97,0,3
122,0,3
140,0,3
147,0,3
148,0,3
150,0,3
193,0,3
261,0,3
281,0,3
334,0,3
366,0,3
405,0,3
445,0,3
468,0,3
485,0,3
493,0,3
171,0,7
260,0,7
365,0,7
377,0,7
18,1,0
23,1,0
28,1,0
34,1,0
60,1,0
69,1,0
72,1,0
82,1,0
85,1,0
87,1,0
88,1,0
98,1,0
172,1,0
176,1,0
179,1,0
181,1,0
182,1,0
207,1,0
214,1,0
235,1,0
237,1,0
251,1,0
264,1,0
266,1,0
271,1,0
274,1,0
277,1,0
289,1,0
296,1,0
304,1,0
307,1,0
335,1,0
340,1,0
345,1,0
359,1,0
362,1,0
371,1,0
373,1,0
406,1,0
408,1,0
432,1,0
433,1,0
440,1,0
454,1,0
458,1,0
462,1,0
475,1,0
507,1,0
508,1,0
510,1,0
125,1,5
192,1,5
223,1,5
17,2,0
135,2,0
218,2,0
339,2,0
348,2,0
92,3,0
278,3,0
48,4,1
178,4,1
436,4,5
