layer,task,epoch,overlap_ratio,current_dead,historical_dead,intersection
layer4,2,2,0.8947368421052632,95,116,85
conv1,2,3,1.0,28,35,28
layer4,2,3,0.9722222222222222,72,126,70
conv1,2,4,1.0,27,35,27
layer4,2,4,0.9090909090909091,110,128,100
conv1,2,5,0.9375,32,35,30
layer4,2,5,0.9428571428571428,105,138,99
conv1,2,6,1.0,28,37,28
layer4,2,6,0.7832167832167832,143,144,112
conv1,2,7,1.0,27,37,27
layer4,2,7,0.9897959183673469,98,175,97
conv1,2,8,0.9655172413793104,29,37,28
layer4,2,8,0.9852941176470589,68,176,67
conv1,2,9,1.0,29,38,29
layer4,2,9,1.0,98,177,98
conv1,3,1,1.0,31,32,31
layer4,3,1,1.0,99,77,77
conv1,3,2,1.0,29,32,29
layer4,3,2,1.0,52,99,52
conv1,3,3,1.0,27,32,27
layer4,3,3,1.0,57,99,57
conv1,3,4,1.0,30,32,30
layer4,3,4,1.0,142,99,99
conv1,3,5,1.0,28,32,28
layer4,3,5,0.9885057471264368,87,142,86
conv1,3,6,1.0,29,32,29
layer4,3,6,1.0,68,143,68
conv1,3,7,0.9375,32,32,30
layer4,3,7,0.991304347826087,115,143,114
conv1,3,8,1.0,32,34,32
layer4,3,8,1.0,30,144,30
conv1,3,9,1.0,29,34,29
layer4,3,9,1.0,66,144,66
conv1,4,1,1.0,28,29,28
layer4,4,1,0.9803921568627451,51,73,50
conv1,4,2,1.0,30,29,29
layer4,4,2,0.967741935483871,62,74,60
conv1,4,3,1.0,29,30,29
layer4,4,3,0.9722222222222222,72,76,70
conv1,4,4,1.0,26,30,26
layer4,4,4,0.9696969696969697,66,78,64
conv1,4,5,1.0,29,30,29
layer4,4,5,1.0,22,80,22
conv1,4,6,0.9642857142857143,28,30,27
layer4,4,6,0.9625,88,80,77
conv1,4,7,1.0,28,31,28
layer4,4,7,0.9859154929577465,71,91,70
conv1,4,8,1.0,28,31,28
layer4,4,8,1.0,74,92,74
conv1,4,9,0.9642857142857143,28,31,27
layer4,4,9,1.0,85,92,85
layer4,2,1,0.95,47,20,19
layer4,2,2,0.8541666666666666,62,48,41
layer4,2,4,1.0,1,69,1
layer4,2,6,1.0,1,69,1
layer4,2,7,1.0,2,69,2
layer4,2,8,1.0,2,69,2
layer4,2,9,1.0,1,69,1
layer4,3,1,1.0,26,1,1
layer4,3,3,1.0,8,26,8
layer4,3,4,1.0,2,26,2
layer4,3,5,1.0,8,26,8
conv1,3,6,1.0,1,1,1
conv1,3,7,1.0,1,1,1
layer4,3,7,1.0,1,26,1
conv1,3,8,1.0,1,1,1
conv1,3,9,1.0,1,1,1
layer4,3,9,1.0,3,26,3
conv1,4,1,1.0,1,1,1
layer4,4,1,1.0,56,129,56
conv1,4,2,1.0,2,1,1
layer4,4,2,1.0,80,129,80
conv1,4,3,1.0,1,2,1
layer4,4,3,1.0,51,129,51
conv1,4,4,1.0,3,2,2
layer4,4,4,1.0,29,129,29
conv1,4,5,1.0,1,3,1
layer4,4,5,1.0,57,129,57
conv1,4,6,1.0,1,3,1
layer4,4,6,1.0,38,129,38
conv1,4,7,1.0,1,3,1
layer4,4,7,1.0,15,129,15
conv1,4,8,1.0,2,3,2
layer4,4,8,1.0,35,129,35
conv1,4,9,1.0,2,3,2
layer4,4,9,1.0,4,129,4
layer4,1,3,1.0,1,1,1
layer4,1,4,1.0,1,1,1
layer4,1,5,1.0,1,1,1
layer4,1,6,1.0,10,1,1
layer4,1,7,1.0,3,10,3
layer4,1,8,1.0,2,10,2
layer4,1,9,1.0,4,10,4
layer4,2,1,1.0,2,2,2
layer4,2,2,1.0,1,2,1
layer4,2,3,1.0,1,2,1
layer4,2,4,1.0,1,2,1
layer4,2,5,1.0,2,2,2
layer4,2,6,1.0,1,2,1
layer4,2,7,1.0,2,2,2
layer4,2,8,1.0,2,2,2
layer4,2,9,1.0,3,2,2
layer4,3,2,1.0,1,1,1
layer4,3,3,1.0,1,1,1
layer4,3,4,1.0,4,1,1
layer4,3,5,1.0,1,4,1
layer4,3,8,1.0,2,4,2
layer4,3,9,1.0,1,4,1
layer4,4,2,1.0,1,1,1
layer4,4,3,1.0,1,1,1
layer4,4,4,1.0,10,1,1
layer4,4,5,1.0,2,10,2
layer4,4,8,1.0,2,10,2
layer4,4,9,1.0,2,10,2
layer4,0,2,0.6666666666666666,26,18,12
layer4,0,4,0.84375,102,32,27
layer4,0,6,1.0,5,107,5
layer4,0,7,1.0,1,107,1
conv1,1,1,1.0,1,1,1
layer4,1,1,0.8360655737704918,160,122,102
conv1,1,2,1.0,1,1,1
layer4,1,2,0.9888888888888889,284,180,178
conv1,1,3,1.0,1,1,1
layer4,1,3,1.0,7,286,7
conv1,1,4,1.0,1,1,1
layer4,1,4,0.9936305732484076,157,286,156
conv1,1,5,1.0,1,1,1
layer4,1,5,0.9414414414414415,222,287,209
conv1,1,6,1.0,1,1,1
layer4,1,6,0.9389312977099237,262,300,246
conv1,1,7,1.0,1,1,1
layer4,1,7,0.9671361502347418,213,316,206
conv1,1,8,1.0,1,1,1
layer4,1,8,1.0,60,323,60
conv1,1,9,1.0,1,1,1
layer4,1,9,1.0,34,323,34
conv1,2,1,1.0,1,1,1
layer4,2,1,1.0,358,241,241
conv1,2,2,1.0,1,1,1
layer4,2,2,1.0,235,358,235
conv1,2,3,1.0,2,1,1
layer4,2,3,1.0,294,358,294
conv1,2,4,1.0,2,2,2
layer4,2,4,1.0,227,358,227
conv1,2,5,1.0,3,2,2
layer4,2,5,1.0,219,358,219
conv1,2,6,1.0,2,3,2
layer4,2,6,1.0,237,358,237
conv1,2,7,1.0,3,3,3
layer4,2,7,1.0,138,358,138
conv1,2,8,1.0,3,3,3
layer4,2,8,1.0,69,358,69
conv1,2,9,1.0,2,3,2
layer4,2,9,1.0,243,358,243
conv1,3,1,1.0,4,3,3
layer4,3,1,0.9629629629629629,270,280,260
conv1,3,2,1.0,5,4,4
layer4,3,2,0.9434628975265018,283,290,267
conv1,3,3,0.6,7,5,3
layer4,3,3,1.0,196,306,196
conv1,3,4,1.0,12,9,9
layer4,3,4,1.0,12,306,12
conv1,3,5,1.0,8,12,8
layer4,3,5,0.9775280898876404,267,306,261
conv1,3,6,1.0,10,12,10
layer4,3,6,1.0,122,312,122
conv1,3,7,0.9090909090909091,11,12,10
layer4,3,7,1.0,95,312,95
conv1,3,8,1.0,12,13,12
layer4,3,8,1.0,92,312,92
conv1,3,9,1.0,12,13,12
layer4,3,9,1.0,150,312,150
conv1,4,1,0.9375,16,17,15
layer4,4,1,0.9875,240,282,237
conv1,4,2,1.0,17,18,17
layer4,4,2,0.9675090252707581,277,285,268
conv1,4,3,1.0,17,18,17
layer4,4,3,0.9961389961389961,259,294,258
conv1,4,4,1.0,17,18,17
layer4,4,4,0.976271186440678,317,295,288
conv1,4,5,1.0,19,18,18
layer4,4,5,1.0,266,324,266
conv1,4,6,1.0,17,19,17
layer4,4,6,1.0,97,324,97
conv1,4,7,1.0,19,19,19
layer4,4,7,1.0,222,324,222
conv1,4,8,1.0,18,19,18
layer4,4,8,1.0,221,324,221
conv1,4,9,1.0,19,19,19
layer4,4,9,1.0,109,324,109
layer4,1,1,0.8,34,20,16
layer4,1,2,0.8157894736842105,42,38,31
conv1,1,3,1.0,3,2,2
layer4,1,3,0.8648648648648649,37,49,32
conv1,1,4,1.0,5,3,3
layer4,1,4,0.8541666666666666,48,54,41
conv1,1,5,0.8,6,5,4
layer4,1,5,0.9302325581395349,43,61,40
conv1,1,6,1.0,3,7,3
layer4,1,6,0.921875,123,64,59
conv1,1,7,0.8333333333333334,6,7,5
layer4,1,7,0.9894736842105263,95,128,94
conv1,1,8,0.8,5,8,4
layer4,1,8,1.0,84,129,84
conv1,1,9,0.8333333333333334,6,9,5
layer4,1,9,0.9555555555555556,90,129,86
conv1,2,1,1.0,4,4,4
layer4,2,1,0.96,25,30,24
conv1,2,2,1.0,7,4,4
layer4,2,2,1.0,17,31,17
conv1,2,3,1.0,4,7,4
layer4,2,3,1.0,6,31,6
conv1,2,4,0.8333333333333334,6,7,5
layer4,2,4,1.0,5,31,5
conv1,2,5,1.0,5,8,5
layer4,2,5,0.967741935483871,34,31,30
conv1,2,6,1.0,8,8,8
layer4,2,6,0.9615384615384616,26,35,25
conv1,2,7,1.0,6,8,6
layer4,2,7,0.9722222222222222,45,36,35
conv1,2,8,1.0,5,8,5
layer4,2,8,0.9714285714285714,35,46,34
conv1,2,9,1.0,5,8,5
layer4,2,9,0.9574468085106383,55,47,45
conv1,3,1,1.0,5,6,5
layer4,3,1,1.0,22,47,22
conv1,3,2,1.0,9,6,6
layer4,3,2,1.0,37,47,37
conv1,3,3,1.0,5,9,5
layer4,3,3,0.9545454545454546,44,47,42
conv1,3,4,1.0,8,9,8
layer4,3,4,1.0,86,49,49
conv1,3,5,1.0,6,9,6
layer4,3,5,0.9545454545454546,66,86,63
conv1,3,6,1.0,7,9,7
layer4,3,6,1.0,19,89,19
conv1,3,7,1.0,10,9,9
layer4,3,7,1.0,24,89,24
conv1,3,8,1.0,9,10,9
layer4,3,8,0.9852941176470589,68,89,67
conv1,3,9,1.0,7,10,7
layer4,3,9,1.0,54,90,54
conv1,4,1,1.0,7,6,6
layer4,4,1,1.0,2,2,2
conv1,4,2,1.0,5,7,5
conv1,4,3,0.8571428571428571,7,7,6
layer4,4,3,1.0,1,2,1
conv1,4,4,1.0,5,8,5
layer4,4,4,1.0,22,2,2
conv1,4,5,1.0,5,8,5
layer4,4,5,1.0,7,22,7
conv1,4,6,1.0,5,8,5
layer4,4,6,1.0,2,22,2
conv1,4,7,1.0,7,8,7
layer4,4,7,1.0,2,22,2
conv1,4,8,1.0,5,8,5
layer4,4,8,1.0,4,22,4
conv1,4,9,1.0,4,8,4
layer4,4,9,1.0,7,22,7
conv1,0,1,1.0,2,1,1
layer4,0,1,0.9877300613496932,163,377,161
conv1,0,2,0.5,7,2,1
layer4,0,2,0.9261213720316622,384,379,351
conv1,0,3,0.6666666666666666,6,8,4
layer4,0,3,0.9963898916967509,277,412,276
conv1,0,4,0.7777777777777778,9,10,7
layer3,0,4,0.0,1,1,0
layer4,0,4,0.9555555555555556,405,413,387
conv1,0,5,0.5,2,12,1
layer4,0,5,1.0,99,431,99
conv1,0,6,0.8888888888888888,9,13,8
layer4,0,6,1.0,330,431,330
conv1,0,7,0.875,8,14,7
layer4,0,7,1.0,280,431,280
conv1,0,8,0.7272727272727273,11,15,8
layer4,0,8,1.0,6,431,6
conv1,0,9,0.875,8,18,7
layer4,0,9,1.0,203,431,203
conv1,1,1,1.0,9,6,6
layer4,1,1,0.9948979591836735,440,196,195
conv1,1,2,0.7777777777777778,9,9,7
layer4,1,2,0.9765258215962441,426,441,416
conv1,1,3,0.5454545454545454,11,11,6
layer4,1,3,0.9834905660377359,424,451,417
conv1,1,4,0.9090909090909091,11,16,10
layer4,1,4,0.9908045977011494,435,458,431
conv1,1,5,0.8333333333333334,12,17,10
layer4,1,5,0.9956709956709957,485,462,460
conv1,1,6,0.8421052631578947,22,19,16
layer4,1,6,1.0,396,487,396
conv1,1,7,1.0,19,25,19
layer4,1,7,0.9916839916839917,481,487,477
conv1,1,8,0.9444444444444444,18,25,17
layer4,1,8,0.9935760171306209,467,491,464
conv1,1,9,1.0,17,26,17
layer4,1,9,1.0,476,494,476
conv1,2,1,0.9333333333333333,17,15,14
layer4,2,1,0.9738095238095238,420,423,409
conv1,2,2,0.8333333333333334,20,18,15
layer4,2,2,0.974477958236659,431,434,420
conv1,2,3,0.8636363636363636,22,23,19
layer4,2,3,1.0,380,445,380
conv1,2,4,1.0,18,26,18
layer4,2,4,1.0,401,445,401
conv1,2,5,0.9583333333333334,24,26,23
layer4,2,5,1.0,350,445,350
conv1,2,6,0.84,25,27,21
layer4,2,6,1.0,402,445,402
conv1,2,7,0.9642857142857143,28,31,27
layer4,2,7,0.9882075471698113,424,445,419
conv1,2,8,0.9333333333333333,30,32,28
layer4,2,8,1.0,366,450,366
conv1,2,9,1.0,27,34,27
layer4,2,9,1.0,291,450,291
conv1,3,1,1.0,28,29,28
layer4,3,1,1.0,353,389,353
conv1,3,2,0.9655172413793104,29,29,28
layer4,3,2,1.0,326,389,326
conv1,3,3,1.0,27,30,27
layer4,3,3,1.0,370,389,370
conv1,3,4,0.9666666666666667,30,30,29
layer4,3,4,1.0,236,389,236
conv1,3,5,1.0,29,31,29
layer4,3,5,1.0,285,389,285
conv1,3,6,0.9354838709677419,31,31,29
layer4,3,6,1.0,305,389,305
conv1,3,7,1.0,31,33,31
layer4,3,7,1.0,290,389,290
conv1,3,8,1.0,35,33,33
layer4,3,8,1.0,189,389,189
conv1,3,9,1.0,31,35,31
layer4,3,9,1.0,308,389,308
conv1,4,1,1.0,31,32,31
layer4,4,1,0.9911242603550295,338,342,335
conv1,4,2,0.967741935483871,31,32,30
layer4,4,2,0.991304347826087,352,345,342
conv1,4,3,1.0,32,33,32
layer4,4,3,0.9887005649717514,354,355,350
conv1,4,4,0.9696969696969697,33,33,32
layer4,4,4,1.0,322,359,322
conv1,4,5,0.9696969696969697,33,34,32
layer4,4,5,1.0,330,359,330
conv1,4,6,1.0,33,35,33
layer4,4,6,1.0,335,359,335
conv1,4,7,1.0,34,35,34
layer4,4,7,0.9860724233983287,361,359,354
conv1,4,8,1.0,31,35,31
layer4,4,8,1.0,307,366,307
conv1,4,9,0.9696969696969697,33,35,32
layer4,4,9,1.0,352,366,352
conv1,0,2,1.0,7,2,2
layer4,0,2,1.0,2,3,2
conv1,0,3,0.4,5,7,2
layer4,0,3,1.0,19,3,3
conv1,0,4,0.5,8,10,4
layer4,0,4,1.0,5,19,5
conv1,0,5,0.5,8,14,4
conv1,0,6,0.7647058823529411,17,18,13
conv1,0,7,0.85,20,22,17
conv1,0,8,1.0,16,25,16
conv1,0,9,0.76,26,25,19
conv1,1,1,0.9230769230769231,27,26,24
conv1,1,2,0.9629629629629629,27,29,26
conv1,1,3,0.9166666666666666,24,30,22
conv1,1,4,0.9629629629629629,27,32,26
conv1,1,5,1.0,20,33,20
conv1,1,6,0.875,32,33,28
conv1,1,7,0.96875,32,37,31
conv1,1,8,1.0,24,38,24
conv1,1,9,1.0,31,38,31
conv1,2,0,1.0,25,38,25
conv1,2,1,0.967741935483871,31,38,30
layer4,2,1,1.0,115,41,41
conv1,2,2,1.0,27,39,27
layer4,2,2,1.0,50,115,50
conv1,2,3,1.0,24,39,24
layer4,2,3,1.0,53,115,53
conv1,2,4,0.92,25,39,23
layer4,2,4,0.9833333333333333,60,115,59
conv1,2,5,1.0,26,41,26
layer4,2,5,0.9841269841269841,63,116,62
conv1,2,6,0.9655172413793104,29,41,28
layer4,2,6,1.0,59,117,59
conv1,2,7,1.0,26,42,26
layer4,2,7,0.9682539682539683,63,117,61
conv1,2,8,1.0,29,42,29
layer4,2,8,1.0,42,119,42
conv1,2,9,1.0,28,42,28
layer4,2,9,0.8431372549019608,102,119,86
conv1,3,1,1.0,25,25,25
layer4,3,1,1.0,35,60,35
conv1,3,2,1.0,25,25,25
layer4,3,2,1.0,102,60,60
conv1,3,3,1.0,25,25,25
layer4,3,3,1.0,36,102,36
conv1,3,4,1.0,25,25,25
layer4,3,4,0.9705882352941176,111,102,99
conv1,3,5,1.0,25,25,25
layer4,3,5,1.0,47,114,47
conv1,3,6,1.0,24,25,24
layer4,3,6,1.0,84,114,84
conv1,3,7,1.0,24,25,24
layer4,3,7,1.0,60,114,60
conv1,3,8,1.0,27,25,25
layer4,3,8,1.0,77,114,77
conv1,3,9,1.0,24,27,24
layer4,3,9,1.0,49,114,49
conv1,4,1,1.0,25,25,25
layer4,4,1,0.9696969696969697,33,36,32
conv1,4,2,1.0,24,25,24
layer4,4,2,0.9705882352941176,34,37,33
conv1,4,3,1.0,28,25,25
layer4,4,3,1.0,52,38,38
conv1,4,4,0.9642857142857143,28,28,27
layer4,4,4,0.9215686274509803,51,52,47
conv1,4,5,0.9642857142857143,28,29,27
layer4,4,5,1.0,34,56,34
conv1,4,6,1.0,24,30,24
layer4,4,6,1.0,41,56,41
conv1,4,7,1.0,24,30,24
layer4,4,7,1.0,37,56,37
conv1,4,8,1.0,25,30,25
layer4,4,8,0.9464285714285714,64,56,53
conv1,4,9,1.0,25,30,25
layer4,4,9,1.0,49,67,49
layer4,2,1,0.9310344827586207,29,46,27
layer4,2,2,0.851063829787234,47,48,40
layer4,2,3,0.9565217391304348,23,55,22
layer4,2,4,1.0,1,56,1
layer4,2,5,1.0,13,56,13
layer4,2,6,1.0,10,56,10
layer4,3,1,1.0,13,109,13
layer4,3,2,0.9174311926605505,117,109,100
layer4,3,4,1.0,3,126,3
layer4,3,5,1.0,3,126,3
layer4,3,7,0.9866666666666667,75,126,74
layer4,3,8,1.0,2,127,2
layer4,4,1,0.9298245614035088,57,60,53
layer4,4,2,1.0,28,64,28
layer4,4,3,0.984375,116,64,63
layer4,4,4,1.0,13,117,13
layer4,4,5,1.0,47,117,47
layer4,4,6,1.0,12,117,12
layer4,4,7,1.0,6,117,6
layer4,4,8,1.0,11,117,11
layer4,4,9,0.9770114942528736,87,117,85
layer4,1,1,1.0,1,1,1
layer4,1,2,1.0,1,1,1
layer4,1,4,1.0,2,1,1
layer4,1,5,1.0,2,2,2
layer4,1,6,1.0,1,2,1
layer4,1,7,1.0,1,2,1
layer4,1,8,1.0,1,2,1
layer4,1,9,1.0,1,2,1
layer4,3,1,1.0,12,20,12
layer4,3,2,1.0,9,20,9
layer4,3,3,1.0,1,20,1
conv1,4,6,1.0,1,1,1
layer4,1,2,1.0,333,4,4
layer4,1,3,1.0,16,333,16
layer4,1,4,0.9826839826839827,231,333,227
layer4,1,5,1.0,25,337,25
layer4,1,6,0.9228486646884273,354,337,311
layer4,1,7,1.0,12,380,12
conv1,1,8,1.0,1,1,1
layer4,1,8,1.0,1,380,1
conv1,1,9,1.0,1,1,1
layer4,1,9,1.0,19,380,19
conv1,2,1,1.0,1,1,1
layer4,2,1,0.9925925925925926,224,135,134
conv1,2,2,1.0,1,1,1
layer4,2,2,0.9629629629629629,189,225,182
conv1,2,3,1.0,1,1,1
layer4,2,3,0.9252336448598131,214,232,198
conv1,2,4,1.0,1,1,1
layer4,2,4,0.91701244813278,241,248,221
conv1,2,5,1.0,2,1,1
layer4,2,5,0.9850746268656716,342,268,264
conv1,2,6,1.0,4,2,2
layer4,2,6,1.0,236,346,236
conv1,2,7,1.0,5,4,4
layer4,2,7,1.0,108,346,108
conv1,2,8,1.0,5,5,5
layer4,2,8,0.9965870307167235,293,346,292
conv1,2,9,1.0,4,5,4
layer4,2,9,1.0,260,347,260
conv1,3,1,1.0,4,5,4
layer4,3,1,0.9351145038167938,262,265,245
conv1,3,2,1.0,4,5,4
layer4,3,2,0.9858156028368794,316,282,278
conv1,3,3,1.0,5,5,5
layer4,3,3,1.0,222,320,222
conv1,3,4,1.0,7,5,5
layer4,3,4,1.0,131,320,131
conv1,3,5,1.0,6,7,6
layer4,3,5,0.9957264957264957,234,320,233
conv1,3,6,1.0,6,7,6
layer4,3,6,1.0,212,321,212
conv1,3,7,1.0,6,7,6
layer4,3,7,1.0,88,321,88
conv1,3,8,1.0,6,7,6
layer4,3,8,1.0,195,321,195
conv1,3,9,1.0,6,7,6
layer4,3,9,1.0,124,321,124
conv1,4,1,1.0,7,7,7
layer4,4,1,1.0,210,325,210
conv1,4,2,1.0,7,7,7
layer4,4,2,1.0,228,325,228
conv1,4,3,1.0,7,7,7
layer4,4,3,0.9964028776978417,278,325,277
conv1,4,4,1.0,7,7,7
layer4,4,4,0.9723926380368099,347,326,317
conv1,4,5,1.0,7,7,7
layer4,4,5,1.0,169,356,169
conv1,4,6,1.0,7,7,7
layer4,4,6,1.0,171,356,171
conv1,4,7,1.0,8,7,7
layer4,4,7,1.0,305,356,305
conv1,4,8,1.0,8,8,8
layer4,4,8,1.0,253,356,253
conv1,4,9,1.0,8,8,8
layer4,4,9,1.0,260,356,260
layer4,1,1,0.8536585365853658,41,70,35
conv1,1,2,1.0,4,2,2
layer4,1,2,1.0,24,76,24
conv1,1,3,1.0,2,4,2
layer4,1,3,1.0,29,76,29
conv1,1,4,0.75,4,4,3
layer4,1,4,0.9534883720930233,43,76,41
conv1,1,5,1.0,4,5,4
layer4,1,5,1.0,28,78,28
conv1,1,6,1.0,4,5,4
layer4,1,6,1.0,24,78,24
conv1,1,7,0.8,5,5,4
layer4,1,7,0.86,50,78,43
conv1,1,8,0.8333333333333334,7,6,5
layer4,1,8,1.0,32,85,32
conv1,1,9,1.0,6,8,6
layer4,1,9,1.0,37,85,37
conv1,2,1,1.0,6,8,6
layer4,2,1,0.9333333333333333,60,65,56
conv1,2,2,1.0,6,8,6
layer4,2,2,1.0,2,69,2
conv1,2,3,1.0,8,8,8
layer4,2,3,1.0,7,69,7
conv1,2,4,1.0,7,8,7
layer4,2,4,0.9661016949152542,59,69,57
conv1,2,5,1.0,7,8,7
layer4,2,5,0.9242424242424242,66,71,61
conv1,2,6,1.0,6,8,6
layer4,2,6,1.0,101,76,76
conv1,2,7,1.0,6,8,6
layer4,2,7,1.0,57,101,57
conv1,2,8,1.0,7,8,7
layer4,2,8,1.0,63,101,63
conv1,2,9,1.0,7,8,7
layer4,2,9,1.0,23,101,23
conv1,3,1,1.0,6,8,6
layer4,3,1,1.0,31,59,31
conv1,3,2,1.0,5,8,5
layer4,3,2,1.0,13,59,13
conv1,3,3,1.0,5,8,5
layer4,3,3,0.9322033898305084,70,59,55
conv1,3,4,1.0,7,8,7
layer4,3,4,1.0,48,74,48
conv1,3,5,1.0,7,8,7
layer4,3,5,1.0,49,74,49
conv1,3,6,1.0,6,8,6
layer4,3,6,1.0,36,74,36
conv1,3,7,1.0,8,8,8
layer4,3,7,0.9305555555555556,72,74,67
conv1,3,8,1.0,7,8,7
layer4,3,8,1.0,46,79,46
conv1,3,9,1.0,7,8,7
layer4,3,9,0.967741935483871,62,79,60
conv1,4,1,0.8,5,5,4
layer4,4,1,0.9767441860465116,48,43,42
conv1,4,2,1.0,5,6,5
layer4,4,2,1.0,22,49,22
conv1,4,3,1.0,5,6,5
layer4,4,3,1.0,42,49,42
conv1,4,4,1.0,5,6,5
layer4,4,4,0.9591836734693877,50,49,47
conv1,4,5,1.0,5,6,5
layer4,4,5,1.0,24,52,24
conv1,4,6,1.0,5,6,5
layer4,4,6,0.9615384615384616,66,52,50
conv1,4,7,1.0,5,6,5
layer4,4,7,0.98,50,68,49
conv1,4,8,1.0,5,6,5
layer4,4,8,1.0,46,69,46
conv1,4,9,0.8333333333333334,6,6,5
layer4,4,9,1.0,48,69,48
conv1,0,1,0.6666666666666666,6,3,2
layer4,0,1,1.0,268,76,76
conv1,0,2,0.8333333333333334,6,7,5
layer4,0,2,0.9776119402985075,350,268,262
conv1,0,3,0.625,9,8,5
layer4,0,3,0.9803370786516854,397,356,349
conv1,0,4,1.0,6,12,6
layer4,0,4,0.9935064935064936,308,404,306
conv1,0,5,0.75,4,12,3
layer4,0,5,0.9944444444444445,180,406,179
conv1,0,6,1.0,2,13,2
layer4,0,6,1.0,282,407,282
conv1,0,7,0.75,4,13,3
layer4,0,7,1.0,71,407,71
conv1,0,8,1.0,5,14,5
conv1,0,9,0.875,8,14,7
layer4,0,9,1.0,4,407,4
conv1,1,1,0.6363636363636364,12,11,7
layer4,1,1,0.997134670487106,462,349,348
conv1,1,2,0.5,14,16,7
layer4,1,2,1.0,335,463,335
conv1,1,3,0.8333333333333334,12,23,10
layer4,1,3,0.9841628959276018,442,463,435
conv1,1,4,0.7777777777777778,18,25,14
layer4,1,4,0.9828326180257511,466,470,458
conv1,1,5,1.0,12,29,12
layer4,1,5,1.0,395,478,395
conv1,1,6,0.5882352941176471,17,29,10
layer4,1,6,0.9955056179775281,445,478,443
conv1,1,7,1.0,16,36,16
layer4,1,7,0.9957537154989384,471,480,469
conv1,1,8,0.9375,16,36,15
layer4,1,8,0.9978494623655914,465,482,464
conv1,1,9,1.0,15,37,15
layer4,1,9,1.0,382,483,382
conv1,2,1,0.875,17,16,14
layer4,2,1,1.0,282,355,282
conv1,2,2,1.0,17,19,17
layer4,2,2,1.0,246,355,246
conv1,2,3,0.8888888888888888,18,19,16
layer4,2,3,0.9323943661971831,361,355,331
conv1,2,4,1.0,18,21,18
layer4,2,4,0.9966996699669967,303,385,302
conv1,2,5,1.0,18,21,18
layer4,2,5,0.9922279792746114,426,386,383
conv1,2,6,0.9473684210526315,19,21,18
layer4,2,6,0.9953379953379954,437,429,427
conv1,2,7,0.9523809523809523,21,22,20
layer4,2,7,1.0,179,439,179
conv1,2,8,1.0,19,23,19
layer4,2,8,1.0,343,439,343
conv1,2,9,0.95,20,23,19
layer4,2,9,1.0,286,439,286
conv1,3,1,1.0,22,24,22
layer4,3,1,1.0,396,385,385
conv1,3,2,0.9130434782608695,23,24,21
layer4,3,2,0.9897172236503856,389,396,385
conv1,3,3,1.0,23,26,23
layer4,3,3,1.0,333,400,333
conv1,3,4,0.9545454545454546,22,26,21
layer4,3,4,1.0,270,400,270
conv1,3,5,1.0,21,27,21
layer4,3,5,1.0,359,400,359
conv1,3,6,1.0,22,27,22
layer4,3,6,1.0,327,400,327
conv1,3,7,1.0,23,27,23
layer4,3,7,1.0,364,400,364
conv1,3,8,1.0,21,27,21
layer4,3,8,1.0,327,400,327
conv1,3,9,1.0,22,27,22
layer4,3,9,1.0,280,400,280
conv1,4,1,1.0,25,25,25
layer4,4,1,0.9915254237288136,354,364,351
conv1,4,2,1.0,25,25,25
layer4,4,2,0.9835616438356164,365,367,359
conv1,4,3,1.0,23,25,23
layer4,4,3,1.0,334,373,334
conv1,4,4,1.0,21,25,21
layer4,4,4,1.0,352,373,352
conv1,4,5,0.9583333333333334,24,25,23
layer4,4,5,1.0,350,373,350
conv1,4,6,0.96,25,26,24
layer4,4,6,1.0,264,373,264
conv1,4,7,1.0,25,27,25
layer4,4,7,0.9887640449438202,356,373,352
conv1,4,8,0.9230769230769231,26,27,24
layer4,4,8,1.0,346,377,346
conv1,4,9,1.0,24,29,24
layer4,4,9,1.0,246,377,246
conv1,0,1,1.0,7,1,1
layer4,0,1,1.0,1,1,1
conv1,0,2,0.8571428571428571,10,7,6
layer4,0,2,1.0,7,1,1
conv1,0,3,0.9,10,11,9
layer4,0,3,0.75,4,7,3
conv1,0,4,0.8,10,12,8
conv1,0,5,0.6,10,14,6
conv1,0,6,0.6666666666666666,21,18,12
conv1,0,7,0.7391304347826086,23,27,17
layer4,0,7,0.0,1,8,0
conv1,0,8,0.8148148148148148,27,33,22
layer4,0,8,0.5,2,9,1
conv1,0,9,0.8620689655172413,29,38,25
conv1,1,1,1.0,27,32,27
conv1,1,2,0.9375,33,32,30
conv1,1,3,1.0,28,35,28
conv1,1,4,0.96875,32,35,31
conv1,1,5,1.0,24,36,24
conv1,1,6,1.0,23,36,23
conv1,1,7,1.0,27,36,27
conv1,1,8,0.9615384615384616,26,36,25
conv1,1,9,1.0,26,37,26
conv1,2,0,0.9310344827586207,29,37,27
conv1,2,1,0.9354838709677419,31,39,29
layer4,2,1,0.9538461538461539,65,117,62
conv1,2,2,0.9393939393939394,33,41,31
layer4,2,2,0.9803921568627451,51,120,50
conv1,2,3,0.9444444444444444,36,43,34
layer4,2,3,0.9814814814814815,54,121,53
conv1,2,4,1.0,29,45,29
layer4,2,4,0.8478260869565217,92,122,78
conv1,2,5,0.9411764705882353,34,45,32
layer4,2,5,0.945054945054945,91,136,86
conv1,2,6,1.0,33,47,33
layer4,2,6,0.9026548672566371,113,141,102
conv1,2,7,0.9705882352941176,34,47,33
layer4,2,7,1.0,65,152,65
conv1,2,8,1.0,35,48,35
layer4,2,8,0.9381443298969072,97,152,91
