neuron_id,death_task,death_epoch
4,1,0
5,1,0
7,1,0
11,1,0
28,1,0
35,1,0
47,1,0
48,1,0
55,1,0
58,1,0
62,1,0
68,1,0
71,1,0
81,1,0
98,1,0
105,1,0
112,1,0
123,1,0
139,1,0
147,1,0
150,1,0
157,1,0
158,1,0
175,1,0
188,1,0
190,1,0
200,1,0
205,1,0
209,1,0
219,1,0
222,1,0
242,1,0
243,1,0
246,1,0
256,1,0
260,1,0
263,1,0
268,1,0
269,1,0
304,1,0
313,1,0
323,1,0
332,1,0
334,1,0
335,1,0
344,1,0
351,1,0
354,1,0
355,1,0
358,1,0
362,1,0
379,1,0
390,1,0
403,1,0
442,1,0
443,1,0
448,1,0
449,1,0
471,1,0
474,1,0
489,1,0
492,1,0
495,1,0
502,1,0
504,1,0
507,1,0
510,1,0
10,1,1
32,1,1
80,1,1
111,1,1
143,1,1
216,1,1
234,1,1
267,1,1
422,1,1
455,1,1
511,1,1
72,1,3
238,1,3
245,1,3
475,1,6
45,1,7
93,1,7
398,1,7
470,1,7
509,1,7
27,1,8
65,1,8
86,1,8
357,1,8
360,1,8
376,1,8
405,1,8
97,1,9
148,1,9
2,2,0
3,2,0
6,2,0
8,2,0
12,2,0
13,2,0
15,2,0
16,2,0
18,2,0
21,2,0
23,2,0
25,2,0
26,2,0
30,2,0
33,2,0
34,2,0
39,2,0
40,2,0
46,2,0
51,2,0
60,2,0
63,2,0
78,2,0
83,2,0
85,2,0
87,2,0
90,2,0
94,2,0
106,2,0
113,2,0
114,2,0
115,2,0
116,2,0
118,2,0
120,2,0
124,2,0
130,2,0
131,2,0
132,2,0
133,2,0
135,2,0
140,2,0
141,2,0
142,2,0
149,2,0
151,2,0
152,2,0
153,2,0
159,2,0
162,2,0
169,2,0
174,2,0
176,2,0
180,2,0
184,2,0
185,2,0
186,2,0
191,2,0
199,2,0
202,2,0
204,2,0
206,2,0
211,2,0
212,2,0
213,2,0
217,2,0
220,2,0
227,2,0
239,2,0
240,2,0
249,2,0
258,2,0
259,2,0
262,2,0
266,2,0
271,2,0
273,2,0
274,2,0
279,2,0
282,2,0
285,2,0
290,2,0
298,2,0
302,2,0
305,2,0
307,2,0
311,2,0
314,2,0
316,2,0
324,2,0
325,2,0
326,2,0
327,2,0
328,2,0
336,2,0
339,2,0
341,2,0
345,2,0
349,2,0
356,2,0
361,2,0
363,2,0
365,2,0
366,2,0
367,2,0
370,2,0
371,2,0
372,2,0
373,2,0
380,2,0
383,2,0
384,2,0
387,2,0
391,2,0
397,2,0
399,2,0
402,2,0
409,2,0
410,2,0
418,2,0
421,2,0
424,2,0
426,2,0
429,2,0
430,2,0
438,2,0
447,2,0
450,2,0
452,2,0
456,2,0
458,2,0
461,2,0
479,2,0
481,2,0
482,2,0
485,2,0
486,2,0
496,2,0
497,2,0
499,2,0
501,2,0
377,2,1
378,2,2
129,2,7
102,2,9
277,2,9
22,3,0
49,3,0
66,3,0
110,3,0
127,3,0
134,3,0
136,3,0
144,3,0
145,3,0
161,3,0
196,3,0
208,3,0
210,3,0
215,3,0
251,3,0
264,3,0
272,3,0
280,3,0
289,3,0
294,3,0
348,3,0
364,3,0
381,3,0
394,3,0
404,3,0
408,3,0
411,3,0
413,3,0
414,3,0
420,3,0
427,3,0
434,3,0
441,3,0
446,3,0
460,3,0
462,3,0
472,3,0
70,4,0
96,4,0
146,4,0
193,4,0
385,4,0
473,4,0
