model,1,2,3,4,5,Average
01_baseline_sgd_relu,97.1,77.12,78.03,64.12,68.66,77.01
relu_0.025_method2_adam,98.0,68.78,64.63,61.61,62.42,71.09
relu_0.025_method2_sgd,97.1,66.85,72.3,63.78,59.74,71.95
relu_0.05_method2_adam,98.0,69.4,64.68,60.9,64.15,71.43
relu_0.05_method2_sgd,97.1,65.65,64.58,61.24,63.03,70.32
relu_0.1_method2_adam,98.0,69.15,60.1,63.39,58.18,69.76
relu_0.1_method2_sgd,97.1,66.93,70.77,61.14,66.55,72.5
