model,1,2,3,4,5
relu_0.025_method2_adam,1.0,6.0,10.0,89.0,226.0
relu_0.025_method2_sgd,5.0,6.0,6.0,14.0,45.0
relu_0.05_method2_adam,3.0,5.0,14.0,112.0,193.0
relu_0.05_method2_sgd,24.0,22.0,11.0,44.0,112.0
relu_0.1_method2_adam,17.0,82.0,171.0,215.0,369.0
relu_0.1_method2_sgd,102.0,109.0,87.0,118.0,206.0
