model,1,2,3,4,5
relu_0.025_method1_sgd,7.0,1.0,2.0,1.0,1.0
relu_0.025_method2_sgd,7.0,1.0,2.0,1.0,1.0
relu_0.05_method1_sgd,12.0,3.0,2.0,2.0,1.0
relu_0.05_method2_sgd,12.0,3.0,2.0,1.0,6.0
relu_0.1_method1_sgd,19.0,5.0,5.0,5.0,3.0
relu_0.1_method2_sgd,19.0,5.0,5.0,4.0,13.0
