model,1,2,3,4,5,Average
01_baseline_sgd_relu,97.25,78.47,73.93,66.97,67.1,76.74
relu_0.025_method1_sgd,92.35,71.95,68.08,72.64,73.24,75.65
relu_0.025_method2_sgd,92.35,71.95,68.08,72.64,73.24,75.65
relu_0.05_method1_sgd,92.35,73.08,68.02,71.41,74.09,75.79
relu_0.05_method2_sgd,92.35,73.08,66.75,71.29,74.53,75.6
relu_0.1_method1_sgd,92.35,71.55,66.78,71.75,73.16,75.12
relu_0.1_method2_sgd,92.35,71.55,67.85,70.62,69.47,74.37
