model,1,2,3,4,5,Average
01_baseline_sgd_relu,97.0,43.53,31.03,24.5,19.25,43.06
relu_0.025_method2_adam,96.85,44.4,31.32,24.44,19.34,43.27
relu_0.025_method2_sgd,97.0,41.82,31.13,24.45,19.18,42.72
relu_0.05_method2_adam,96.85,44.68,31.4,24.19,19.47,43.32
relu_0.05_method2_sgd,97.0,42.62,31.02,24.36,19.11,42.82
relu_0.1_method2_adam,96.85,43.85,30.98,24.44,19.44,43.11
relu_0.1_method2_sgd,97.0,42.52,31.3,24.46,19.35,42.93
