model,1,2,3,4,5
relu_0.025_method2_adam,1.0,2.0,18.0,86.0,193.0
relu_0.025_method2_sgd,8.0,10.0,9.0,8.0,16.0
relu_0.05_method2_adam,4.0,8.0,82.0,122.0,337.0
relu_0.05_method2_sgd,42.0,55.0,25.0,38.0,34.0
relu_0.1_method2_adam,15.0,35.0,197.0,290.0,332.0
relu_0.1_method2_sgd,187.0,94.0,102.0,100.0,217.0
