model,1,2,3,4,5,Average
01_baseline_sgd_relu,97.0,75.48,80.0,68.21,56.95,75.53
relu_0.025_method2_adam,96.85,69.4,64.58,60.91,58.56,70.06
relu_0.025_method2_sgd,97.0,77.32,66.4,64.74,60.68,73.23
relu_0.05_method2_adam,96.85,69.68,64.73,61.54,59.91,70.54
relu_0.05_method2_sgd,97.0,74.22,70.63,61.88,60.32,72.81
relu_0.1_method2_adam,96.85,68.85,68.85,61.94,59.36,71.17
relu_0.1_method2_sgd,97.0,74.92,68.73,60.6,56.46,71.54
