model,1,2,3,4,5
relu_0.1_ours_adam,0.0,0.0,0.0,0.0,0.0
relu_0.1_ours_sgd,0.0,0.0,6.0,10.0,21.0
relu_0.2_ours_adam,0.0,9.0,17.0,13.0,19.0
relu_0.2_ours_sgd,20.0,116.0,176.0,27.0,113.0
relu_0.3_ours_adam,2.0,0.0,95.0,52.0,62.0
relu_0.3_ours_sgd,391.0,452.0,356.0,303.0,378.0
