model,1,2,3,4,5,Average
01_baseline_sgd_relu,97.0,75.48,80.0,68.21,56.95,75.53
relu_0.025_method1_sgd,92.8,72.78,72.57,74.68,69.67,76.5
relu_0.025_method2_sgd,92.8,73.05,73.85,74.66,70.36,76.94
relu_0.05_method1_sgd,92.8,69.45,72.43,76.95,70.76,76.48
relu_0.05_method2_sgd,92.8,72.2,72.5,75.41,70.17,76.62
relu_0.1_method1_sgd,92.8,72.25,71.23,74.01,69.59,75.98
relu_0.1_method2_sgd,92.8,71.88,71.35,75.78,70.62,76.49
