model,1,2,3,4,5
relu_0.025_method1_sgd,1.0,1.0,1.0,1.0,2.0
relu_0.025_method2_sgd,1.0,1.0,2.0,1.0,2.0
relu_0.05_method1_sgd,1.0,1.0,1.0,2.0,2.0
relu_0.05_method2_sgd,1.0,1.0,2.0,2.0,2.0
relu_0.1_method1_sgd,3.0,2.0,2.0,1.0,3.0
relu_0.1_method2_sgd,3.0,2.0,15.0,8.0,2.0
