neuron_id,death_task,death_epoch
51,2,0
20,2,1
61,2,1
94,2,3
129,2,3
0,3,0
1,3,0
4,3,0
7,3,0
15,3,0
16,3,0
21,3,0
22,3,0
25,3,0
28,3,0
30,3,0
31,3,0
33,3,0
39,3,0
41,3,0
42,3,0
44,3,0
46,3,0
50,3,0
53,3,0
65,3,0
68,3,0
69,3,0
73,3,0
81,3,0
82,3,0
83,3,0
85,3,0
87,3,0
89,3,0
90,3,0
91,3,0
106,3,0
115,3,0
116,3,0
120,3,0
128,3,0
130,3,0
131,3,0
132,3,0
135,3,0
140,3,0
144,3,0
146,3,0
147,3,0
149,3,0
152,3,0
153,3,0
154,3,0
156,3,0
5,4,0
9,4,0
10,4,0
11,4,0
14,4,0
19,4,0
27,4,0
34,4,0
38,4,0
48,4,0
54,4,0
55,4,0
63,4,0
75,4,0
76,4,0
77,4,0
80,4,0
96,4,0
97,4,0
100,4,0
103,4,0
110,4,0
111,4,0
113,4,0
117,4,0
118,4,0
123,4,0
125,4,0
126,4,0
133,4,0
137,4,0
139,4,0
145,4,0
148,4,0
150,4,0
151,4,0
155,4,0
157,4,0
