task,layer,inactive_count,epoch,model
1,conv1,1,0,relu_0.025_win3_method2_adam
1,layer1,2,0,relu_0.025_win3_method2_adam
1,layer2,1,0,relu_0.025_win3_method2_adam
1,layer3,1,0,relu_0.025_win3_method2_adam
1,layer4,1,0,relu_0.025_win3_method2_adam
1,conv1,2,1,relu_0.025_win3_method2_adam
1,layer1,1,1,relu_0.025_win3_method2_adam
1,layer2,1,1,relu_0.025_win3_method2_adam
1,layer3,1,1,relu_0.025_win3_method2_adam
1,layer4,1,1,relu_0.025_win3_method2_adam
1,conv1,1,2,relu_0.025_win3_method2_adam
1,layer1,1,2,relu_0.025_win3_method2_adam
1,layer2,1,2,relu_0.025_win3_method2_adam
1,layer3,1,2,relu_0.025_win3_method2_adam
1,layer4,3,2,relu_0.025_win3_method2_adam
1,conv1,1,3,relu_0.025_win3_method2_adam
1,layer1,2,3,relu_0.025_win3_method2_adam
1,layer2,1,3,relu_0.025_win3_method2_adam
1,layer3,1,3,relu_0.025_win3_method2_adam
1,layer4,2,3,relu_0.025_win3_method2_adam
1,conv1,1,4,relu_0.025_win3_method2_adam
1,layer1,2,4,relu_0.025_win3_method2_adam
1,layer2,1,4,relu_0.025_win3_method2_adam
1,layer3,1,4,relu_0.025_win3_method2_adam
1,layer4,8,4,relu_0.025_win3_method2_adam
1,conv1,1,5,relu_0.025_win3_method2_adam
1,layer1,1,5,relu_0.025_win3_method2_adam
1,layer2,1,5,relu_0.025_win3_method2_adam
1,layer3,1,5,relu_0.025_win3_method2_adam
1,layer4,6,5,relu_0.025_win3_method2_adam
1,conv1,1,6,relu_0.025_win3_method2_adam
1,layer1,1,6,relu_0.025_win3_method2_adam
1,layer2,2,6,relu_0.025_win3_method2_adam
1,layer3,1,6,relu_0.025_win3_method2_adam
1,layer4,3,6,relu_0.025_win3_method2_adam
1,conv1,2,7,relu_0.025_win3_method2_adam
1,layer1,1,7,relu_0.025_win3_method2_adam
1,layer2,1,7,relu_0.025_win3_method2_adam
1,layer3,1,7,relu_0.025_win3_method2_adam
1,layer4,2,7,relu_0.025_win3_method2_adam
1,conv1,1,8,relu_0.025_win3_method2_adam
1,layer1,1,8,relu_0.025_win3_method2_adam
1,layer2,2,8,relu_0.025_win3_method2_adam
1,layer3,1,8,relu_0.025_win3_method2_adam
1,layer4,2,8,relu_0.025_win3_method2_adam
1,conv1,1,9,relu_0.025_win3_method2_adam
1,layer1,1,9,relu_0.025_win3_method2_adam
1,layer2,1,9,relu_0.025_win3_method2_adam
1,layer3,1,9,relu_0.025_win3_method2_adam
1,layer4,2,9,relu_0.025_win3_method2_adam
2,conv1,2,0,relu_0.025_win3_method2_adam
2,layer1,1,0,relu_0.025_win3_method2_adam
2,layer2,4,0,relu_0.025_win3_method2_adam
2,layer3,1,0,relu_0.025_win3_method2_adam
2,layer4,1,0,relu_0.025_win3_method2_adam
2,conv1,1,1,relu_0.025_win3_method2_adam
2,layer1,1,1,relu_0.025_win3_method2_adam
2,layer2,1,1,relu_0.025_win3_method2_adam
2,layer3,2,1,relu_0.025_win3_method2_adam
2,layer4,1,1,relu_0.025_win3_method2_adam
2,conv1,1,2,relu_0.025_win3_method2_adam
2,layer1,1,2,relu_0.025_win3_method2_adam
2,layer2,3,2,relu_0.025_win3_method2_adam
2,layer3,4,2,relu_0.025_win3_method2_adam
2,layer4,1,2,relu_0.025_win3_method2_adam
2,conv1,1,3,relu_0.025_win3_method2_adam
2,layer1,1,3,relu_0.025_win3_method2_adam
2,layer2,2,3,relu_0.025_win3_method2_adam
2,layer3,1,3,relu_0.025_win3_method2_adam
2,layer4,1,3,relu_0.025_win3_method2_adam
2,conv1,1,4,relu_0.025_win3_method2_adam
2,layer1,1,4,relu_0.025_win3_method2_adam
2,layer2,2,4,relu_0.025_win3_method2_adam
2,layer3,3,4,relu_0.025_win3_method2_adam
2,layer4,1,4,relu_0.025_win3_method2_adam
2,conv1,1,5,relu_0.025_win3_method2_adam
2,layer1,1,5,relu_0.025_win3_method2_adam
2,layer2,1,5,relu_0.025_win3_method2_adam
2,layer3,5,5,relu_0.025_win3_method2_adam
2,layer4,1,5,relu_0.025_win3_method2_adam
2,conv1,1,6,relu_0.025_win3_method2_adam
2,layer1,1,6,relu_0.025_win3_method2_adam
2,layer2,1,6,relu_0.025_win3_method2_adam
2,layer3,1,6,relu_0.025_win3_method2_adam
2,layer4,1,6,relu_0.025_win3_method2_adam
2,conv1,1,7,relu_0.025_win3_method2_adam
2,layer1,1,7,relu_0.025_win3_method2_adam
2,layer2,2,7,relu_0.025_win3_method2_adam
2,layer3,4,7,relu_0.025_win3_method2_adam
2,layer4,1,7,relu_0.025_win3_method2_adam
2,conv1,1,8,relu_0.025_win3_method2_adam
2,layer1,2,8,relu_0.025_win3_method2_adam
2,layer2,1,8,relu_0.025_win3_method2_adam
2,layer3,1,8,relu_0.025_win3_method2_adam
2,layer4,2,8,relu_0.025_win3_method2_adam
2,conv1,1,9,relu_0.025_win3_method2_adam
2,layer1,1,9,relu_0.025_win3_method2_adam
2,layer2,1,9,relu_0.025_win3_method2_adam
2,layer3,2,9,relu_0.025_win3_method2_adam
2,layer4,1,9,relu_0.025_win3_method2_adam
3,conv1,2,0,relu_0.025_win3_method2_adam
3,layer1,2,0,relu_0.025_win3_method2_adam
3,layer2,1,0,relu_0.025_win3_method2_adam
3,layer3,1,0,relu_0.025_win3_method2_adam
3,layer4,160,0,relu_0.025_win3_method2_adam
3,conv1,3,1,relu_0.025_win3_method2_adam
3,layer1,1,1,relu_0.025_win3_method2_adam
3,layer2,1,1,relu_0.025_win3_method2_adam
3,layer3,2,1,relu_0.025_win3_method2_adam
3,layer4,65,1,relu_0.025_win3_method2_adam
3,conv1,3,2,relu_0.025_win3_method2_adam
3,layer1,1,2,relu_0.025_win3_method2_adam
3,layer2,3,2,relu_0.025_win3_method2_adam
3,layer3,2,2,relu_0.025_win3_method2_adam
3,layer4,22,2,relu_0.025_win3_method2_adam
3,conv1,2,3,relu_0.025_win3_method2_adam
3,layer1,1,3,relu_0.025_win3_method2_adam
3,layer2,1,3,relu_0.025_win3_method2_adam
3,layer3,2,3,relu_0.025_win3_method2_adam
3,layer4,40,3,relu_0.025_win3_method2_adam
3,conv1,1,4,relu_0.025_win3_method2_adam
3,layer1,1,4,relu_0.025_win3_method2_adam
3,layer2,1,4,relu_0.025_win3_method2_adam
3,layer3,1,4,relu_0.025_win3_method2_adam
3,layer4,29,4,relu_0.025_win3_method2_adam
3,conv1,1,5,relu_0.025_win3_method2_adam
3,layer1,1,5,relu_0.025_win3_method2_adam
3,layer2,3,5,relu_0.025_win3_method2_adam
3,layer3,3,5,relu_0.025_win3_method2_adam
3,layer4,11,5,relu_0.025_win3_method2_adam
3,conv1,2,6,relu_0.025_win3_method2_adam
3,layer1,3,6,relu_0.025_win3_method2_adam
3,layer2,2,6,relu_0.025_win3_method2_adam
3,layer3,3,6,relu_0.025_win3_method2_adam
3,layer4,22,6,relu_0.025_win3_method2_adam
3,conv1,1,7,relu_0.025_win3_method2_adam
3,layer1,1,7,relu_0.025_win3_method2_adam
3,layer2,3,7,relu_0.025_win3_method2_adam
3,layer3,4,7,relu_0.025_win3_method2_adam
3,layer4,11,7,relu_0.025_win3_method2_adam
3,conv1,1,8,relu_0.025_win3_method2_adam
3,layer1,1,8,relu_0.025_win3_method2_adam
3,layer2,4,8,relu_0.025_win3_method2_adam
3,layer3,1,8,relu_0.025_win3_method2_adam
3,layer4,25,8,relu_0.025_win3_method2_adam
3,conv1,1,9,relu_0.025_win3_method2_adam
3,layer1,1,9,relu_0.025_win3_method2_adam
3,layer2,1,9,relu_0.025_win3_method2_adam
3,layer3,4,9,relu_0.025_win3_method2_adam
3,layer4,8,9,relu_0.025_win3_method2_adam
4,conv1,1,0,relu_0.025_win3_method2_adam
4,layer1,1,0,relu_0.025_win3_method2_adam
4,layer2,1,0,relu_0.025_win3_method2_adam
4,layer3,1,0,relu_0.025_win3_method2_adam
4,layer4,314,0,relu_0.025_win3_method2_adam
4,conv1,1,1,relu_0.025_win3_method2_adam
4,layer1,1,1,relu_0.025_win3_method2_adam
4,layer2,3,1,relu_0.025_win3_method2_adam
4,layer3,1,1,relu_0.025_win3_method2_adam
4,layer4,293,1,relu_0.025_win3_method2_adam
4,conv1,1,2,relu_0.025_win3_method2_adam
4,layer1,2,2,relu_0.025_win3_method2_adam
4,layer2,4,2,relu_0.025_win3_method2_adam
4,layer3,1,2,relu_0.025_win3_method2_adam
4,layer4,269,2,relu_0.025_win3_method2_adam
4,conv1,1,3,relu_0.025_win3_method2_adam
4,layer1,2,3,relu_0.025_win3_method2_adam
4,layer2,1,3,relu_0.025_win3_method2_adam
4,layer3,1,3,relu_0.025_win3_method2_adam
4,layer4,286,3,relu_0.025_win3_method2_adam
4,conv1,1,4,relu_0.025_win3_method2_adam
4,layer1,1,4,relu_0.025_win3_method2_adam
4,layer2,3,4,relu_0.025_win3_method2_adam
4,layer3,1,4,relu_0.025_win3_method2_adam
4,layer4,176,4,relu_0.025_win3_method2_adam
4,conv1,1,5,relu_0.025_win3_method2_adam
4,layer1,2,5,relu_0.025_win3_method2_adam
4,layer2,1,5,relu_0.025_win3_method2_adam
4,layer3,1,5,relu_0.025_win3_method2_adam
4,layer4,209,5,relu_0.025_win3_method2_adam
4,conv1,2,6,relu_0.025_win3_method2_adam
4,layer1,2,6,relu_0.025_win3_method2_adam
4,layer2,2,6,relu_0.025_win3_method2_adam
4,layer3,1,6,relu_0.025_win3_method2_adam
4,layer4,247,6,relu_0.025_win3_method2_adam
4,conv1,2,7,relu_0.025_win3_method2_adam
4,layer1,2,7,relu_0.025_win3_method2_adam
4,layer2,2,7,relu_0.025_win3_method2_adam
4,layer3,1,7,relu_0.025_win3_method2_adam
4,layer4,209,7,relu_0.025_win3_method2_adam
4,conv1,1,8,relu_0.025_win3_method2_adam
4,layer1,2,8,relu_0.025_win3_method2_adam
4,layer2,1,8,relu_0.025_win3_method2_adam
4,layer3,1,8,relu_0.025_win3_method2_adam
4,layer4,228,8,relu_0.025_win3_method2_adam
4,conv1,3,9,relu_0.025_win3_method2_adam
4,layer1,1,9,relu_0.025_win3_method2_adam
4,layer2,2,9,relu_0.025_win3_method2_adam
4,layer3,2,9,relu_0.025_win3_method2_adam
4,layer4,175,9,relu_0.025_win3_method2_adam
5,conv1,2,0,relu_0.025_win3_method2_adam
5,layer1,1,0,relu_0.025_win3_method2_adam
5,layer2,2,0,relu_0.025_win3_method2_adam
5,layer3,1,0,relu_0.025_win3_method2_adam
5,layer4,240,0,relu_0.025_win3_method2_adam
5,conv1,1,1,relu_0.025_win3_method2_adam
5,layer1,1,1,relu_0.025_win3_method2_adam
5,layer2,1,1,relu_0.025_win3_method2_adam
5,layer3,2,1,relu_0.025_win3_method2_adam
5,layer4,272,1,relu_0.025_win3_method2_adam
5,conv1,1,2,relu_0.025_win3_method2_adam
5,layer1,2,2,relu_0.025_win3_method2_adam
5,layer2,1,2,relu_0.025_win3_method2_adam
5,layer3,2,2,relu_0.025_win3_method2_adam
5,layer4,193,2,relu_0.025_win3_method2_adam
5,conv1,1,3,relu_0.025_win3_method2_adam
5,layer1,1,3,relu_0.025_win3_method2_adam
5,layer2,2,3,relu_0.025_win3_method2_adam
5,layer3,1,3,relu_0.025_win3_method2_adam
5,layer4,259,3,relu_0.025_win3_method2_adam
5,conv1,2,4,relu_0.025_win3_method2_adam
5,layer1,1,4,relu_0.025_win3_method2_adam
5,layer2,3,4,relu_0.025_win3_method2_adam
5,layer3,1,4,relu_0.025_win3_method2_adam
5,layer4,144,4,relu_0.025_win3_method2_adam
5,conv1,1,5,relu_0.025_win3_method2_adam
5,layer1,2,5,relu_0.025_win3_method2_adam
5,layer2,1,5,relu_0.025_win3_method2_adam
5,layer3,3,5,relu_0.025_win3_method2_adam
5,layer4,204,5,relu_0.025_win3_method2_adam
5,conv1,1,6,relu_0.025_win3_method2_adam
5,layer1,2,6,relu_0.025_win3_method2_adam
5,layer2,1,6,relu_0.025_win3_method2_adam
5,layer3,2,6,relu_0.025_win3_method2_adam
5,layer4,61,6,relu_0.025_win3_method2_adam
5,conv1,1,7,relu_0.025_win3_method2_adam
5,layer1,2,7,relu_0.025_win3_method2_adam
5,layer2,1,7,relu_0.025_win3_method2_adam
5,layer3,2,7,relu_0.025_win3_method2_adam
5,layer4,76,7,relu_0.025_win3_method2_adam
5,conv1,1,8,relu_0.025_win3_method2_adam
5,layer1,2,8,relu_0.025_win3_method2_adam
5,layer2,1,8,relu_0.025_win3_method2_adam
5,layer3,3,8,relu_0.025_win3_method2_adam
5,layer4,60,8,relu_0.025_win3_method2_adam
5,conv1,1,9,relu_0.025_win3_method2_adam
5,layer1,1,9,relu_0.025_win3_method2_adam
5,layer2,2,9,relu_0.025_win3_method2_adam
5,layer3,2,9,relu_0.025_win3_method2_adam
5,layer4,19,9,relu_0.025_win3_method2_adam
1,conv1,1,0,relu_0.05_win10_method2_adam
1,layer1,3,0,relu_0.05_win10_method2_adam
1,layer2,1,0,relu_0.05_win10_method2_adam
1,layer3,1,0,relu_0.05_win10_method2_adam
1,layer4,4,0,relu_0.05_win10_method2_adam
1,conv1,2,1,relu_0.05_win10_method2_adam
1,layer1,4,1,relu_0.05_win10_method2_adam
1,layer2,1,1,relu_0.05_win10_method2_adam
1,layer3,1,1,relu_0.05_win10_method2_adam
1,layer4,1,1,relu_0.05_win10_method2_adam
1,conv1,3,2,relu_0.05_win10_method2_adam
1,layer1,1,2,relu_0.05_win10_method2_adam
1,layer2,1,2,relu_0.05_win10_method2_adam
1,layer3,2,2,relu_0.05_win10_method2_adam
1,layer4,4,2,relu_0.05_win10_method2_adam
1,conv1,1,3,relu_0.05_win10_method2_adam
1,layer1,3,3,relu_0.05_win10_method2_adam
1,layer2,1,3,relu_0.05_win10_method2_adam
1,layer3,1,3,relu_0.05_win10_method2_adam
1,layer4,4,3,relu_0.05_win10_method2_adam
1,conv1,1,4,relu_0.05_win10_method2_adam
1,layer1,4,4,relu_0.05_win10_method2_adam
1,layer2,1,4,relu_0.05_win10_method2_adam
1,layer3,2,4,relu_0.05_win10_method2_adam
1,layer4,15,4,relu_0.05_win10_method2_adam
1,conv1,1,5,relu_0.05_win10_method2_adam
1,layer1,1,5,relu_0.05_win10_method2_adam
1,layer2,2,5,relu_0.05_win10_method2_adam
1,layer3,1,5,relu_0.05_win10_method2_adam
1,layer4,11,5,relu_0.05_win10_method2_adam
1,conv1,1,6,relu_0.05_win10_method2_adam
1,layer1,1,6,relu_0.05_win10_method2_adam
1,layer2,2,6,relu_0.05_win10_method2_adam
1,layer3,1,6,relu_0.05_win10_method2_adam
1,layer4,6,6,relu_0.05_win10_method2_adam
1,conv1,3,7,relu_0.05_win10_method2_adam
1,layer1,1,7,relu_0.05_win10_method2_adam
1,layer2,1,7,relu_0.05_win10_method2_adam
1,layer3,1,7,relu_0.05_win10_method2_adam
1,layer4,6,7,relu_0.05_win10_method2_adam
1,conv1,1,8,relu_0.05_win10_method2_adam
1,layer1,1,8,relu_0.05_win10_method2_adam
1,layer2,3,8,relu_0.05_win10_method2_adam
1,layer3,1,8,relu_0.05_win10_method2_adam
1,layer4,4,8,relu_0.05_win10_method2_adam
1,conv1,2,9,relu_0.05_win10_method2_adam
1,layer1,1,9,relu_0.05_win10_method2_adam
1,layer2,1,9,relu_0.05_win10_method2_adam
1,layer3,1,9,relu_0.05_win10_method2_adam
