model,1,2,3,4,5,Average
01_baseline_sgd_relu,97.1,42.95,31.33,24.32,19.09,42.96
relu_0.025_method1_sgd,92.5,40.67,27.1,23.91,18.93,40.62
relu_0.025_method2_sgd,92.5,39.83,26.78,23.94,18.81,40.37
relu_0.05_method1_sgd,92.5,40.85,26.5,23.94,18.89,40.54
relu_0.05_method2_sgd,92.5,40.65,27.0,23.96,19.02,40.63
relu_0.1_method1_sgd,92.5,40.4,26.2,23.88,18.91,40.38
relu_0.1_method2_sgd,92.5,39.52,27.25,23.76,18.89,40.38
