task,layer,inactive_count,epoch,model
1,conv1,0,0,relu_0.1_method1_sgd
1,layer1,0,0,relu_0.1_method1_sgd
1,layer2,0,0,relu_0.1_method1_sgd
1,layer3,0,0,relu_0.1_method1_sgd
1,layer4,0,0,relu_0.1_method1_sgd
1,conv1,0,1,relu_0.1_method1_sgd
1,layer1,0,1,relu_0.1_method1_sgd
1,layer2,0,1,relu_0.1_method1_sgd
1,layer3,0,1,relu_0.1_method1_sgd
1,layer4,0,1,relu_0.1_method1_sgd
1,conv1,0,2,relu_0.1_method1_sgd
1,layer1,0,2,relu_0.1_method1_sgd
1,layer2,0,2,relu_0.1_method1_sgd
1,layer3,0,2,relu_0.1_method1_sgd
1,layer4,0,2,relu_0.1_method1_sgd
1,conv1,0,3,relu_0.1_method1_sgd
1,layer1,0,3,relu_0.1_method1_sgd
1,layer2,0,3,relu_0.1_method1_sgd
1,layer3,0,3,relu_0.1_method1_sgd
1,layer4,0,3,relu_0.1_method1_sgd
1,conv1,0,4,relu_0.1_method1_sgd
1,layer1,0,4,relu_0.1_method1_sgd
1,layer2,0,4,relu_0.1_method1_sgd
1,layer3,0,4,relu_0.1_method1_sgd
1,layer4,0,4,relu_0.1_method1_sgd
1,conv1,0,5,relu_0.1_method1_sgd
1,layer1,0,5,relu_0.1_method1_sgd
1,layer2,0,5,relu_0.1_method1_sgd
1,layer3,0,5,relu_0.1_method1_sgd
1,layer4,0,5,relu_0.1_method1_sgd
1,conv1,0,6,relu_0.1_method1_sgd
1,layer1,0,6,relu_0.1_method1_sgd
1,layer2,0,6,relu_0.1_method1_sgd
1,layer3,0,6,relu_0.1_method1_sgd
1,layer4,0,6,relu_0.1_method1_sgd
1,conv1,0,7,relu_0.1_method1_sgd
1,layer1,0,7,relu_0.1_method1_sgd
1,layer2,0,7,relu_0.1_method1_sgd
1,layer3,0,7,relu_0.1_method1_sgd
1,layer4,0,7,relu_0.1_method1_sgd
1,conv1,0,8,relu_0.1_method1_sgd
1,layer1,0,8,relu_0.1_method1_sgd
1,layer2,0,8,relu_0.1_method1_sgd
1,layer3,0,8,relu_0.1_method1_sgd
1,layer4,0,8,relu_0.1_method1_sgd
1,conv1,0,9,relu_0.1_method1_sgd
1,layer1,0,9,relu_0.1_method1_sgd
1,layer2,0,9,relu_0.1_method1_sgd
1,layer3,0,9,relu_0.1_method1_sgd
1,layer4,0,9,relu_0.1_method1_sgd
2,conv1,0,0,relu_0.1_method1_sgd
2,layer1,0,0,relu_0.1_method1_sgd
2,layer2,0,0,relu_0.1_method1_sgd
2,layer3,0,0,relu_0.1_method1_sgd
2,layer4,0,0,relu_0.1_method1_sgd
2,conv1,0,1,relu_0.1_method1_sgd
2,layer1,0,1,relu_0.1_method1_sgd
2,layer2,0,1,relu_0.1_method1_sgd
2,layer3,0,1,relu_0.1_method1_sgd
2,layer4,0,1,relu_0.1_method1_sgd
2,conv1,0,2,relu_0.1_method1_sgd
2,layer1,0,2,relu_0.1_method1_sgd
2,layer2,0,2,relu_0.1_method1_sgd
2,layer3,0,2,relu_0.1_method1_sgd
2,layer4,0,2,relu_0.1_method1_sgd
2,conv1,0,3,relu_0.1_method1_sgd
2,layer1,0,3,relu_0.1_method1_sgd
2,layer2,0,3,relu_0.1_method1_sgd
2,layer3,0,3,relu_0.1_method1_sgd
2,layer4,0,3,relu_0.1_method1_sgd
2,conv1,0,4,relu_0.1_method1_sgd
2,layer1,0,4,relu_0.1_method1_sgd
2,layer2,0,4,relu_0.1_method1_sgd
2,layer3,0,4,relu_0.1_method1_sgd
2,layer4,0,4,relu_0.1_method1_sgd
2,conv1,0,5,relu_0.1_method1_sgd
2,layer1,0,5,relu_0.1_method1_sgd
2,layer2,0,5,relu_0.1_method1_sgd
2,layer3,0,5,relu_0.1_method1_sgd
2,layer4,0,5,relu_0.1_method1_sgd
2,conv1,0,6,relu_0.1_method1_sgd
2,layer1,0,6,relu_0.1_method1_sgd
2,layer2,0,6,relu_0.1_method1_sgd
2,layer3,0,6,relu_0.1_method1_sgd
2,layer4,0,6,relu_0.1_method1_sgd
2,conv1,0,7,relu_0.1_method1_sgd
2,layer1,0,7,relu_0.1_method1_sgd
2,layer2,0,7,relu_0.1_method1_sgd
2,layer3,0,7,relu_0.1_method1_sgd
2,layer4,4,7,relu_0.1_method1_sgd
2,conv1,0,8,relu_0.1_method1_sgd
2,layer1,0,8,relu_0.1_method1_sgd
2,layer2,0,8,relu_0.1_method1_sgd
2,layer3,0,8,relu_0.1_method1_sgd
2,layer4,0,8,relu_0.1_method1_sgd
2,conv1,0,9,relu_0.1_method1_sgd
2,layer1,0,9,relu_0.1_method1_sgd
2,layer2,0,9,relu_0.1_method1_sgd
2,layer3,0,9,relu_0.1_method1_sgd
2,layer4,0,9,relu_0.1_method1_sgd
3,conv1,0,0,relu_0.1_method1_sgd
3,layer1,0,0,relu_0.1_method1_sgd
3,layer2,0,0,relu_0.1_method1_sgd
3,layer3,0,0,relu_0.1_method1_sgd
3,layer4,42,0,relu_0.1_method1_sgd
3,conv1,0,1,relu_0.1_method1_sgd
3,layer1,0,1,relu_0.1_method1_sgd
3,layer2,0,1,relu_0.1_method1_sgd
3,layer3,0,1,relu_0.1_method1_sgd
3,layer4,35,1,relu_0.1_method1_sgd
3,conv1,0,2,relu_0.1_method1_sgd
3,layer1,0,2,relu_0.1_method1_sgd
3,layer2,0,2,relu_0.1_method1_sgd
3,layer3,0,2,relu_0.1_method1_sgd
3,layer4,30,2,relu_0.1_method1_sgd
3,conv1,0,3,relu_0.1_method1_sgd
3,layer1,0,3,relu_0.1_method1_sgd
3,layer2,0,3,relu_0.1_method1_sgd
3,layer3,0,3,relu_0.1_method1_sgd
3,layer4,0,3,relu_0.1_method1_sgd
3,conv1,0,4,relu_0.1_method1_sgd
3,layer1,0,4,relu_0.1_method1_sgd
3,layer2,0,4,relu_0.1_method1_sgd
3,layer3,0,4,relu_0.1_method1_sgd
3,layer4,0,4,relu_0.1_method1_sgd
3,conv1,0,5,relu_0.1_method1_sgd
3,layer1,0,5,relu_0.1_method1_sgd
3,layer2,0,5,relu_0.1_method1_sgd
3,layer3,0,5,relu_0.1_method1_sgd
3,layer4,19,5,relu_0.1_method1_sgd
3,conv1,0,6,relu_0.1_method1_sgd
3,layer1,0,6,relu_0.1_method1_sgd
3,layer2,0,6,relu_0.1_method1_sgd
3,layer3,0,6,relu_0.1_method1_sgd
3,layer4,2,6,relu_0.1_method1_sgd
3,conv1,0,7,relu_0.1_method1_sgd
3,layer1,0,7,relu_0.1_method1_sgd
3,layer2,0,7,relu_0.1_method1_sgd
3,layer3,0,7,relu_0.1_method1_sgd
3,layer4,0,7,relu_0.1_method1_sgd
3,conv1,0,8,relu_0.1_method1_sgd
3,layer1,0,8,relu_0.1_method1_sgd
3,layer2,0,8,relu_0.1_method1_sgd
3,layer3,0,8,relu_0.1_method1_sgd
3,layer4,1,8,relu_0.1_method1_sgd
3,conv1,0,9,relu_0.1_method1_sgd
3,layer1,0,9,relu_0.1_method1_sgd
3,layer2,0,9,relu_0.1_method1_sgd
3,layer3,0,9,relu_0.1_method1_sgd
3,layer4,11,9,relu_0.1_method1_sgd
4,conv1,0,0,relu_0.1_method1_sgd
4,layer1,0,0,relu_0.1_method1_sgd
4,layer2,0,0,relu_0.1_method1_sgd
4,layer3,0,0,relu_0.1_method1_sgd
4,layer4,59,0,relu_0.1_method1_sgd
4,conv1,0,1,relu_0.1_method1_sgd
4,layer1,0,1,relu_0.1_method1_sgd
4,layer2,0,1,relu_0.1_method1_sgd
4,layer3,0,1,relu_0.1_method1_sgd
4,layer4,1,1,relu_0.1_method1_sgd
