model,1,2,3,4,5
relu_0.025_method1_sgd,6.0,9.0,1.0,6.0,32.0
relu_0.025_method2_sgd,6.0,9.0,1.0,6.0,32.0
relu_0.05_method1_sgd,19.0,18.0,20.0,51.0,77.0
relu_0.05_method2_sgd,19.0,18.0,20.0,51.0,77.0
relu_0.1_method1_sgd,88.0,44.0,40.0,129.0,157.0
relu_0.1_method2_sgd,88.0,44.0,40.0,129.0,157.0
