model,1,2,3,4,5,Average
01_baseline_sgd_relu,97.25,43.48,31.12,24.45,18.65,42.99
relu_0.025_method1_sgd,97.25,43.53,30.25,24.48,18.51,42.8
relu_0.025_method2_sgd,97.25,43.53,30.25,24.48,18.25,42.75
relu_0.05_method1_sgd,97.25,42.85,30.67,23.49,19.28,42.71
relu_0.05_method2_sgd,97.25,42.85,30.67,23.49,19.28,42.71
relu_0.1_method1_sgd,97.25,42.2,30.55,23.09,18.48,42.31
relu_0.1_method2_sgd,97.25,42.2,30.55,23.09,18.48,42.31
