task,layer,inactive_count,epoch,model
1,conv1,1,0,relu_0.05_method2_adam
1,layer1,1,0,relu_0.05_method2_adam
1,layer2,3,0,relu_0.05_method2_adam
1,layer3,2,0,relu_0.05_method2_adam
1,layer4,5,0,relu_0.05_method2_adam
1,conv1,2,1,relu_0.05_method2_adam
1,layer1,1,1,relu_0.05_method2_adam
1,layer2,2,1,relu_0.05_method2_adam
1,layer3,4,1,relu_0.05_method2_adam
1,layer4,7,1,relu_0.05_method2_adam
1,conv1,1,2,relu_0.05_method2_adam
1,layer1,2,2,relu_0.05_method2_adam
1,layer2,2,2,relu_0.05_method2_adam
1,layer3,1,2,relu_0.05_method2_adam
1,layer4,4,2,relu_0.05_method2_adam
1,conv1,1,3,relu_0.05_method2_adam
1,layer1,1,3,relu_0.05_method2_adam
1,layer2,1,3,relu_0.05_method2_adam
1,layer3,3,3,relu_0.05_method2_adam
1,layer4,3,3,relu_0.05_method2_adam
1,conv1,1,4,relu_0.05_method2_adam
1,layer1,1,4,relu_0.05_method2_adam
1,layer2,1,4,relu_0.05_method2_adam
1,layer3,1,4,relu_0.05_method2_adam
1,layer4,3,4,relu_0.05_method2_adam
1,conv1,1,5,relu_0.05_method2_adam
1,layer1,1,5,relu_0.05_method2_adam
1,layer2,1,5,relu_0.05_method2_adam
1,layer3,1,5,relu_0.05_method2_adam
1,layer4,3,5,relu_0.05_method2_adam
1,conv1,2,6,relu_0.05_method2_adam
1,layer1,2,6,relu_0.05_method2_adam
1,layer2,1,6,relu_0.05_method2_adam
1,layer3,1,6,relu_0.05_method2_adam
1,layer4,4,6,relu_0.05_method2_adam
1,conv1,5,7,relu_0.05_method2_adam
1,layer1,1,7,relu_0.05_method2_adam
1,layer2,1,7,relu_0.05_method2_adam
1,layer3,1,7,relu_0.05_method2_adam
1,layer4,1,7,relu_0.05_method2_adam
1,conv1,3,8,relu_0.05_method2_adam
1,layer1,1,8,relu_0.05_method2_adam
1,layer2,1,8,relu_0.05_method2_adam
1,layer3,2,8,relu_0.05_method2_adam
1,layer4,6,8,relu_0.05_method2_adam
1,conv1,1,9,relu_0.05_method2_adam
1,layer1,3,9,relu_0.05_method2_adam
1,layer2,1,9,relu_0.05_method2_adam
1,layer3,4,9,relu_0.05_method2_adam
1,layer4,7,9,relu_0.05_method2_adam
2,conv1,1,0,relu_0.05_method2_adam
2,layer1,1,0,relu_0.05_method2_adam
2,layer2,1,0,relu_0.05_method2_adam
2,layer3,1,0,relu_0.05_method2_adam
2,layer4,5,0,relu_0.05_method2_adam
2,conv1,1,1,relu_0.05_method2_adam
2,layer1,1,1,relu_0.05_method2_adam
2,layer2,5,1,relu_0.05_method2_adam
2,layer3,1,1,relu_0.05_method2_adam
2,layer4,4,1,relu_0.05_method2_adam
2,conv1,1,2,relu_0.05_method2_adam
2,layer1,1,2,relu_0.05_method2_adam
2,layer2,1,2,relu_0.05_method2_adam
2,layer3,4,2,relu_0.05_method2_adam
2,layer4,8,2,relu_0.05_method2_adam
2,conv1,1,3,relu_0.05_method2_adam
2,layer1,3,3,relu_0.05_method2_adam
2,layer2,3,3,relu_0.05_method2_adam
2,layer3,1,3,relu_0.05_method2_adam
2,layer4,5,3,relu_0.05_method2_adam
2,conv1,1,4,relu_0.05_method2_adam
2,layer1,1,4,relu_0.05_method2_adam
2,layer2,2,4,relu_0.05_method2_adam
2,layer3,1,4,relu_0.05_method2_adam
2,layer4,6,4,relu_0.05_method2_adam
2,conv1,1,5,relu_0.05_method2_adam
2,layer1,2,5,relu_0.05_method2_adam
2,layer2,8,5,relu_0.05_method2_adam
2,layer3,1,5,relu_0.05_method2_adam
2,layer4,1,5,relu_0.05_method2_adam
2,conv1,1,6,relu_0.05_method2_adam
2,layer1,1,6,relu_0.05_method2_adam
2,layer2,2,6,relu_0.05_method2_adam
2,layer3,1,6,relu_0.05_method2_adam
2,layer4,6,6,relu_0.05_method2_adam
2,conv1,1,7,relu_0.05_method2_adam
2,layer1,1,7,relu_0.05_method2_adam
2,layer2,2,7,relu_0.05_method2_adam
2,layer3,2,7,relu_0.05_method2_adam
2,layer4,10,7,relu_0.05_method2_adam
2,conv1,1,8,relu_0.05_method2_adam
2,layer1,3,8,relu_0.05_method2_adam
2,layer2,2,8,relu_0.05_method2_adam
2,layer3,1,8,relu_0.05_method2_adam
2,layer4,12,8,relu_0.05_method2_adam
2,conv1,1,9,relu_0.05_method2_adam
2,layer1,5,9,relu_0.05_method2_adam
2,layer2,1,9,relu_0.05_method2_adam
2,layer3,1,9,relu_0.05_method2_adam
2,layer4,3,9,relu_0.05_method2_adam
3,conv1,1,0,relu_0.05_method2_adam
3,layer1,1,0,relu_0.05_method2_adam
3,layer2,2,0,relu_0.05_method2_adam
3,layer3,3,0,relu_0.05_method2_adam
3,layer4,118,0,relu_0.05_method2_adam
3,conv1,1,1,relu_0.05_method2_adam
3,layer1,1,1,relu_0.05_method2_adam
3,layer2,1,1,relu_0.05_method2_adam
3,layer3,2,1,relu_0.05_method2_adam
3,layer4,139,1,relu_0.05_method2_adam
3,conv1,1,2,relu_0.05_method2_adam
3,layer1,1,2,relu_0.05_method2_adam
3,layer2,1,2,relu_0.05_method2_adam
3,layer3,4,2,relu_0.05_method2_adam
3,layer4,82,2,relu_0.05_method2_adam
3,conv1,1,3,relu_0.05_method2_adam
3,layer1,1,3,relu_0.05_method2_adam
3,layer2,1,3,relu_0.05_method2_adam
3,layer3,3,3,relu_0.05_method2_adam
3,layer4,88,3,relu_0.05_method2_adam
3,conv1,1,4,relu_0.05_method2_adam
3,layer1,2,4,relu_0.05_method2_adam
3,layer2,1,4,relu_0.05_method2_adam
3,layer3,1,4,relu_0.05_method2_adam
3,layer4,69,4,relu_0.05_method2_adam
3,conv1,1,5,relu_0.05_method2_adam
3,layer1,3,5,relu_0.05_method2_adam
