layer,task,epoch,overlap_ratio,current_dead,historical_dead,intersection
conv1,2,9,0.972972972972973,37,44,36
layer4,2,9,1.0,301,505,301
conv1,3,0,0.9736842105263158,38,45,37
layer4,3,0,0.9970501474926253,339,505,338
conv1,3,1,1.0,37,46,37
layer4,3,1,1.0,351,506,351
conv1,3,2,1.0,38,46,38
layer4,3,2,1.0,367,506,367
conv1,3,3,1.0,38,46,38
layer4,3,3,1.0,337,506,337
conv1,3,4,0.95,40,46,38
layer4,3,4,1.0,314,506,314
conv1,3,5,1.0,40,48,40
layer4,3,5,1.0,294,506,294
conv1,3,6,1.0,40,48,40
layer4,3,6,1.0,292,506,292
conv1,3,7,1.0,40,48,40
layer4,3,7,1.0,317,506,317
conv1,3,8,1.0,39,48,39
layer4,3,8,1.0,215,506,215
conv1,3,9,1.0,40,48,40
layer4,3,9,1.0,170,506,170
conv1,4,0,1.0,39,48,39
layer4,4,0,0.9976958525345622,434,506,433
conv1,4,1,1.0,40,48,40
layer4,4,1,1.0,396,507,396
conv1,4,2,1.0,40,48,40
layer4,4,2,1.0,397,507,397
conv1,4,3,1.0,40,48,40
layer4,4,3,1.0,407,507,407
conv1,4,4,1.0,40,48,40
layer4,4,4,1.0,328,507,328
conv1,4,5,1.0,40,48,40
layer4,4,5,1.0,329,507,329
conv1,4,6,0.9761904761904762,42,48,41
layer4,4,6,1.0,340,507,340
conv1,4,7,1.0,41,49,41
layer4,4,7,1.0,381,507,381
conv1,4,8,1.0,42,49,42
layer4,4,8,1.0,330,507,330
conv1,4,9,1.0,42,49,42
layer4,4,9,1.0,376,507,376
conv1,0,1,1.0,7,1,1
layer4,0,1,1.0,1,1,1
conv1,0,2,0.8571428571428571,10,7,6
layer4,0,2,1.0,7,1,1
conv1,0,3,0.9,10,11,9
layer4,0,3,0.75,4,7,3
conv1,0,4,0.8,10,12,8
conv1,0,5,0.6,10,14,6
conv1,0,6,0.6666666666666666,21,18,12
conv1,0,7,0.7391304347826086,23,27,17
layer4,0,7,0.0,1,8,0
conv1,0,8,0.8148148148148148,27,33,22
layer4,0,8,0.5,2,9,1
conv1,0,9,0.8620689655172413,29,38,25
conv1,1,0,0.896551724137931,29,42,26
layer4,1,0,0.1,227,10,1
conv1,1,1,0.9655172413793104,29,45,28
layer4,1,1,0.9526627218934911,169,236,161
conv1,1,2,0.9666666666666667,30,46,29
layer4,1,2,1.0,116,244,116
conv1,1,3,0.967741935483871,31,47,30
layer4,1,3,0.9846153846153847,130,244,128
conv1,1,4,1.0,30,48,30
layer4,1,4,0.950920245398773,163,246,155
conv1,1,5,1.0,25,48,25
layer4,1,5,0.9895833333333334,96,254,95
conv1,1,6,1.0,22,48,22
layer4,1,6,0.9703703703703703,135,255,131
conv1,1,7,0.9565217391304348,23,48,22
layer4,1,7,0.9642857142857143,168,259,162
conv1,1,8,1.0,26,49,26
layer4,1,8,1.0,137,265,137
conv1,1,9,1.0,26,49,26
layer4,1,9,1.0,126,265,126
conv1,2,0,1.0,31,49,31
layer4,2,0,0.769811320754717,394,265,204
conv1,2,1,0.967741935483871,31,49,30
layer4,2,1,0.9947780678851175,383,455,381
conv1,2,2,1.0,32,50,32
layer4,2,2,1.0,360,457,360
conv1,2,3,1.0,33,50,33
layer4,2,3,1.0,356,457,356
conv1,2,4,1.0,32,50,32
layer4,2,4,1.0,350,457,350
conv1,2,5,1.0,35,50,35
layer4,2,5,1.0,344,457,344
conv1,2,6,1.0,29,50,29
layer4,2,6,1.0,355,457,355
conv1,2,7,1.0,32,50,32
layer4,2,7,1.0,331,457,331
conv1,2,8,1.0,32,50,32
layer4,2,8,1.0,332,457,332
conv1,2,9,0.9696969696969697,33,50,32
layer4,2,9,1.0,307,457,307
conv1,3,0,1.0,35,51,35
layer4,3,0,0.9088785046728972,428,457,389
conv1,3,1,1.0,35,51,35
layer3,3,1,1.0,2,7,2
layer4,3,1,0.9976905311778291,433,496,432
conv1,3,2,1.0,34,51,34
layer3,3,2,1.0,1,7,1
layer4,3,2,1.0,393,497,393
conv1,3,3,1.0,34,51,34
layer3,3,3,1.0,1,7,1
layer4,3,3,1.0,404,497,404
conv1,3,4,1.0,39,51,39
layer3,3,4,0.3333333333333333,3,7,1
layer4,3,4,1.0,403,497,403
conv1,3,5,1.0,39,51,39
layer3,3,5,1.0,1,9,1
layer4,3,5,1.0,349,497,349
conv1,3,6,1.0,40,51,40
layer3,3,6,1.0,1,9,1
layer4,3,6,1.0,380,497,380
conv1,3,7,1.0,39,51,39
layer3,3,7,0.5714285714285714,7,9,4
layer4,3,7,1.0,389,497,389
conv1,3,8,1.0,39,51,39
layer3,3,8,1.0,2,12,2
layer4,3,8,1.0,353,497,353
conv1,3,9,1.0,40,51,40
layer3,3,9,0.8,5,12,4
layer4,3,9,1.0,360,497,360
conv1,4,0,1.0,38,51,38
layer2,4,0,1.0,3,1,1
layer3,4,0,0.7692307692307693,28,13,10
layer4,4,0,0.9731958762886598,485,497,472
conv1,4,1,1.0,39,51,39
layer2,4,1,1.0,2,3,2
layer3,4,1,0.65,20,31,13
layer4,4,1,1.0,475,510,475
conv1,4,2,1.0,39,51,39
layer2,4,2,1.0,1,3,1
layer3,4,2,0.9,10,38,9
layer4,4,2,1.0,466,510,466
conv1,4,3,1.0,39,51,39
layer2,4,3,1.0,1,3,1
layer3,4,3,0.6111111111111112,36,39,22
layer4,4,3,1.0,471,510,471
conv1,4,4,1.0,39,51,39
layer3,4,4,0.9210526315789473,38,53,35
layer4,4,4,1.0,469,510,469
conv1,4,5,1.0,39,51,39
layer3,4,5,0.9375,16,56,15
layer4,4,5,1.0,462,510,462
conv1,4,6,1.0,40,51,40
layer3,4,6,0.9444444444444444,18,57,17
layer4,4,6,1.0,455,510,455
conv1,4,7,1.0,40,51,40
layer2,4,7,1.0,1,3,1
layer3,4,7,0.8809523809523809,42,58,37
layer4,4,7,1.0,469,510,469
conv1,4,8,1.0,40,51,40
layer2,4,8,1.0,1,3,1
layer3,4,8,0.9722222222222222,36,63,35
layer4,4,8,1.0,455,510,455
conv1,4,9,1.0,40,51,40
layer2,4,9,1.0,1,3,1
layer3,4,9,0.8979591836734694,49,64,44
layer4,4,9,1.0,455,510,455
layer4,2,0,0.0,142,2,0
layer4,2,1,1.0,26,144,26
layer4,2,2,1.0,49,144,49
layer4,2,3,1.0,7,144,7
layer4,2,6,1.0,2,144,2
layer4,2,7,1.0,2,144,2
layer4,3,0,0.7777777777777778,18,144,14
layer4,3,1,1.0,6,148,6
layer4,3,2,0.76,25,148,19
conv1,3,4,1.0,1,1,1
layer4,3,4,1.0,6,154,6
conv1,3,5,1.0,1,1,1
conv1,3,6,1.0,1,1,1
conv1,3,7,1.0,1,1,1
conv1,3,8,1.0,1,1,1
layer4,3,8,1.0,1,154,1
conv1,3,9,1.0,1,1,1
layer4,3,9,1.0,2,154,2
conv1,4,0,1.0,1,1,1
layer4,4,0,0.7142857142857143,7,154,5
conv1,4,1,1.0,1,1,1
layer4,4,1,1.0,1,156,1
conv1,4,2,1.0,1,1,1
layer4,4,2,1.0,1,156,1
conv1,4,3,1.0,1,1,1
conv1,4,4,1.0,1,1,1
conv1,4,5,1.0,1,1,1
conv1,4,6,1.0,1,1,1
conv1,4,7,1.0,1,1,1
conv1,4,8,1.0,1,1,1
layer4,4,8,1.0,2,156,2
conv1,4,9,1.0,2,1,1
layer4,1,3,1.0,1,1,1
layer4,1,4,1.0,1,1,1
layer4,1,5,1.0,1,1,1
layer4,1,6,1.0,10,1,1
layer4,1,7,1.0,3,10,3
layer4,1,8,1.0,2,10,2
layer4,1,9,1.0,2,10,2
layer4,2,0,0.4,143,10,4
layer4,2,1,0.9530201342281879,180,149,142
layer4,2,2,1.0,145,187,145
layer4,2,3,0.9841269841269841,126,187,124
layer4,2,4,0.9924812030075187,133,189,132
layer4,2,5,0.9838709677419355,124,190,122
layer4,2,6,1.0,90,192,90
layer4,2,7,1.0,68,192,68
layer4,2,8,1.0,72,192,72
layer4,2,9,0.9219858156028369,141,192,130
conv1,3,0,1.0,1,1,1
layer4,3,0,0.8226600985221675,365,203,167
conv1,3,1,1.0,1,1,1
layer4,3,1,1.0,349,401,349
layer4,3,2,1.0,306,401,306
layer4,3,3,1.0,305,401,305
layer4,3,4,1.0,215,401,215
layer4,3,5,1.0,234,401,234
layer4,3,6,1.0,323,401,323
layer4,3,7,1.0,198,401,198
layer4,3,8,1.0,173,401,173
layer4,3,9,1.0,162,401,162
layer4,4,0,0.9102244389027432,450,401,365
layer4,4,1,1.0,432,486,432
layer4,4,2,1.0,429,486,429
layer4,4,3,1.0,417,486,417
layer4,4,4,1.0,405,486,405
layer4,4,5,1.0,402,486,402
layer4,4,6,1.0,400,486,400
layer4,4,7,1.0,402,486,402
layer4,4,8,1.0,332,486,332
conv1,4,9,0.0,1,1,0
layer4,4,9,1.0,364,486,364
layer4,2,0,0.0,142,2,0
layer4,2,1,1.0,26,144,26
layer4,2,2,1.0,49,144,49
layer4,2,3,1.0,7,144,7
layer4,2,6,1.0,2,144,2
layer4,2,7,1.0,2,144,2
layer4,3,0,0.7777777777777778,18,144,14
layer4,3,1,1.0,6,148,6
layer4,3,2,0.76,25,148,19
conv1,3,4,1.0,1,1,1
layer4,3,4,1.0,6,154,6
conv1,3,5,1.0,1,1,1
conv1,3,6,1.0,1,1,1
conv1,3,7,1.0,1,1,1
conv1,3,8,1.0,1,1,1
layer4,3,8,1.0,1,154,1
conv1,3,9,1.0,1,1,1
layer4,3,9,1.0,2,154,2
conv1,4,0,1.0,1,1,1
layer4,4,0,0.7142857142857143,7,154,5
conv1,4,1,1.0,1,1,1
layer4,4,1,1.0,1,156,1
conv1,4,2,1.0,1,1,1
layer4,4,2,1.0,1,156,1
conv1,4,3,1.0,1,1,1
conv1,4,4,1.0,1,1,1
conv1,4,5,1.0,1,1,1
conv1,4,6,1.0,1,1,1
conv1,4,7,1.0,1,1,1
conv1,4,8,1.0,1,1,1
layer4,4,8,1.0,2,156,2
conv1,4,9,1.0,2,1,1
layer4,1,3,1.0,1,1,1
layer4,1,4,1.0,1,1,1
layer4,1,5,1.0,1,1,1
layer4,1,6,1.0,10,1,1
layer4,1,7,1.0,3,10,3
layer4,1,8,1.0,2,10,2
layer4,1,9,1.0,2,10,2
layer4,2,0,0.4,143,10,4
layer4,2,1,0.9530201342281879,180,149,142
layer4,2,2,1.0,145,187,145
layer4,2,3,0.9841269841269841,126,187,124
layer4,2,4,0.9924812030075187,133,189,132
layer4,2,5,0.9838709677419355,124,190,122
layer4,2,6,1.0,90,192,90
layer4,2,7,1.0,68,192,68
layer4,2,8,1.0,72,192,72
layer4,2,9,0.9219858156028369,141,192,130
conv1,3,0,1.0,1,1,1
layer4,3,0,0.8226600985221675,365,203,167
conv1,3,1,1.0,1,1,1
layer4,3,1,1.0,349,401,349
layer4,3,2,1.0,306,401,306
layer4,3,3,1.0,303,401,303
layer4,3,4,1.0,215,401,215
layer4,3,5,1.0,238,401,238
layer4,3,6,1.0,328,401,328
layer4,3,7,1.0,229,401,229
layer4,3,8,1.0,171,401,171
layer4,3,9,1.0,188,401,188
layer4,4,0,0.9152119700748129,447,401,367
layer4,4,1,1.0,424,481,424
layer4,4,2,1.0,430,481,430
layer4,4,3,1.0,408,481,408
layer4,4,4,1.0,417,481,417
layer4,4,5,1.0,398,481,398
layer4,4,6,1.0,406,481,406
layer4,4,7,1.0,392,481,392
layer4,4,8,1.0,272,481,272
layer4,4,9,1.0,361,481,361
layer4,0,2,0.6666666666666666,26,18,12
layer4,0,4,0.84375,102,32,27
layer4,0,6,1.0,5,107,5
layer4,0,7,1.0,1,107,1
layer4,1,0,0.2,5,107,1
conv1,1,1,1.0,1,1,1
layer4,1,1,0.4864864864864865,185,111,54
conv1,1,2,1.0,1,1,1
layer4,1,2,0.9338842975206612,368,242,226
conv1,1,3,1.0,1,1,1
layer4,1,3,1.0,114,384,114
conv1,1,4,1.0,1,1,1
layer4,1,4,1.0,86,384,86
conv1,1,5,1.0,1,1,1
layer4,1,5,1.0,232,384,232
conv1,1,6,1.0,1,1,1
layer4,1,6,1.0,146,384,146
conv1,1,7,1.0,1,1,1
layer4,1,7,0.990990990990991,222,384,220
conv1,1,8,1.0,1,1,1
layer4,1,8,1.0,174,386,174
conv1,1,9,1.0,1,1,1
layer4,1,9,0.9538904899135446,347,386,331
conv1,2,0,1.0,1,1,1
layer4,2,0,0.8669354838709677,248,402,215
conv1,2,1,1.0,1,1,1
layer4,2,1,0.9883268482490273,257,435,254
conv1,2,2,1.0,1,1,1
layer4,2,2,1.0,186,438,186
conv1,2,3,1.0,3,1,1
layer4,2,3,1.0,183,438,183
conv1,2,4,1.0,2,3,2
layer4,2,4,1.0,160,438,160
conv1,2,5,0.6666666666666666,3,3,2
layer4,2,5,1.0,114,438,114
conv1,2,6,1.0,2,4,2
layer4,2,6,1.0,106,438,106
conv1,2,7,1.0,2,4,2
layer4,2,7,0.9888888888888889,270,438,267
conv1,2,8,1.0,2,4,2
layer4,2,8,1.0,191,441,191
conv1,2,9,1.0,2,4,2
layer4,2,9,1.0,16,441,16
conv1,3,0,0.5,4,4,2
layer4,3,0,0.9288537549407114,253,441,235
conv1,3,1,1.0,4,6,4
layer4,3,1,1.0,217,459,217
conv1,3,2,1.0,4,6,4
layer4,3,2,1.0,206,459,206
conv1,3,3,1.0,4,6,4
layer4,3,3,1.0,188,459,188
conv1,3,4,1.0,4,6,4
layer4,3,4,1.0,64,459,64
conv1,3,5,1.0,4,6,4
layer4,3,5,1.0,59,459,59
conv1,3,6,1.0,4,6,4
layer4,3,6,0.995475113122172,221,459,220
conv1,3,7,0.6666666666666666,6,6,4
layer4,3,7,1.0,95,460,95
conv1,3,8,1.0,5,8,5
layer4,3,8,1.0,24,460,24
conv1,3,9,1.0,4,8,4
layer4,3,9,1.0,53,460,53
conv1,4,0,1.0,4,8,4
layer4,4,0,0.9575163398692811,306,460,293
conv1,4,1,1.0,4,8,4
layer4,4,1,0.98989898989899,297,473,294
conv1,4,2,1.0,4,8,4
layer4,4,2,1.0,286,476,286
conv1,4,3,0.8,5,8,4
layer4,4,3,1.0,91,476,91
conv1,4,4,0.8,5,9,4
layer4,4,4,1.0,189,476,189
conv1,4,5,1.0,4,10,4
layer4,4,5,1.0,88,476,88
conv1,4,6,1.0,4,10,4
layer4,4,6,1.0,152,476,152
conv1,4,7,1.0,4,10,4
layer4,4,7,1.0,201,476,201
conv1,4,8,1.0,4,10,4
layer4,4,8,1.0,96,476,96
conv1,4,9,1.0,4,10,4
layer4,4,9,1.0,49,476,49
layer4,1,1,0.8,34,20,16
layer4,1,2,0.8421052631578947,44,38,32
conv1,1,3,1.0,3,2,2
layer4,1,3,0.9354838709677419,31,50,29
conv1,1,4,1.0,4,3,3
layer4,1,4,0.8043478260869565,46,52,37
conv1,1,5,0.75,5,4,3
layer4,1,5,0.8,55,61,44
conv1,1,6,1.0,4,6,4
layer4,1,6,0.9166666666666666,116,72,66
conv1,1,7,0.6666666666666666,6,6,4
layer4,1,7,0.9560439560439561,91,122,87
conv1,1,8,1.0,4,8,4
layer4,1,8,0.9879518072289156,83,126,82
conv1,1,9,1.0,4,8,4
layer4,1,9,1.0,73,127,73
conv1,2,0,0.8,5,8,4
layer4,2,0,0.5590551181102362,283,127,71
conv1,2,1,0.7142857142857143,7,9,5
layer4,2,1,0.9302325581395349,301,339,280
conv1,2,2,1.0,6,11,6
layer4,2,2,1.0,269,360,269
conv1,2,3,1.0,6,11,6
layer4,2,3,1.0,228,360,228
conv1,2,4,1.0,6,11,6
layer4,2,4,0.9923664122137404,262,360,260
conv1,2,5,1.0,6,11,6
layer4,2,5,1.0,222,362,222
conv1,2,6,1.0,6,11,6
layer4,2,6,1.0,186,362,186
conv1,2,7,0.7142857142857143,7,11,5
layer4,2,7,1.0,195,362,195
conv1,2,8,1.0,7,13,7
layer4,2,8,1.0,174,362,174
conv1,2,9,0.8571428571428571,7,13,6
layer4,2,9,0.9758064516129032,248,362,242
conv1,3,0,1.0,6,14,6
layer4,3,0,0.8152173913043478,408,368,300
conv1,3,1,1.0,6,14,6
layer4,3,1,1.0,359,476,359
conv1,3,2,1.0,6,14,6
layer4,3,2,1.0,360,476,360
conv1,3,3,1.0,7,14,7
layer4,3,3,1.0,357,476,357
conv1,3,4,0.875,8,14,7
layer4,3,4,1.0,293,476,293
conv1,3,5,1.0,7,15,7
layer4,3,5,1.0,318,476,318
conv1,3,6,1.0,6,15,6
layer4,3,6,1.0,340,476,340
conv1,3,7,0.8571428571428571,7,15,6
layer4,3,7,1.0,284,476,284
conv1,3,8,0.875,8,16,7
layer4,3,8,1.0,283,476,283
conv1,3,9,1.0,7,17,7
layer4,3,9,1.0,282,476,282
conv1,4,0,1.0,6,17,6
layer4,4,0,0.9453781512605042,480,476,450
conv1,4,1,1.0,7,17,7
layer3,4,1,1.0,1,1,1
layer4,4,1,1.0,462,506,462
conv1,4,2,1.0,7,17,7
layer3,4,2,1.0,1,1,1
layer4,4,2,1.0,455,506,455
conv1,4,3,1.0,7,17,7
layer3,4,3,1.0,1,1,1
layer4,4,3,1.0,455,506,455
conv1,4,4,1.0,7,17,7
layer3,4,4,1.0,1,1,1
layer4,4,4,1.0,451,506,451
conv1,4,5,1.0,7,17,7
layer3,4,5,1.0,1,1,1
layer4,4,5,1.0,448,506,448
conv1,4,6,1.0,7,17,7
layer3,4,6,1.0,1,1,1
layer4,4,6,1.0,447,506,447
conv1,4,7,1.0,7,17,7
layer3,4,7,1.0,1,1,1
layer4,4,7,1.0,450,506,450
conv1,4,8,1.0,8,17,8
layer3,4,8,1.0,1,1,1
layer4,4,8,1.0,396,506,396
conv1,4,9,1.0,8,17,8
layer3,4,9,1.0,1,1,1
layer4,4,9,1.0,429,506,429
layer4,0,2,0.6666666666666666,26,18,12
layer4,0,4,0.84375,102,32,27
layer4,0,6,1.0,5,107,5
layer4,0,7,1.0,1,107,1
layer4,1,0,0.2,5,107,1
conv1,1,1,1.0,1,1,1
layer4,1,1,0.4864864864864865,185,111,54
conv1,1,2,1.0,1,1,1
layer4,1,2,0.9338842975206612,368,242,226
conv1,1,3,1.0,1,1,1
layer4,1,3,1.0,114,384,114
conv1,1,4,1.0,1,1,1
layer4,1,4,1.0,86,384,86
conv1,1,5,1.0,1,1,1
layer4,1,5,1.0,232,384,232
conv1,1,6,1.0,1,1,1
layer4,1,6,1.0,146,384,146
conv1,1,7,1.0,1,1,1
layer4,1,7,0.990990990990991,222,384,220
conv1,1,8,1.0,1,1,1
layer4,1,8,1.0,174,386,174
conv1,1,9,1.0,1,1,1
layer4,1,9,0.9538904899135446,347,386,331
conv1,2,0,1.0,1,1,1
layer4,2,0,0.8669354838709677,248,402,215
conv1,2,1,1.0,1,1,1
layer4,2,1,0.9883268482490273,257,435,254
conv1,2,2,1.0,1,1,1
layer4,2,2,1.0,186,438,186
conv1,2,3,1.0,3,1,1
layer4,2,3,1.0,183,438,183
conv1,2,4,1.0,2,3,2
layer4,2,4,1.0,160,438,160
conv1,2,5,1.0,4,3,3
layer4,2,5,1.0,93,438,93
conv1,2,6,1.0,3,4,3
layer4,2,6,1.0,99,438,99
conv1,2,7,1.0,4,4,4
layer4,2,7,0.9895470383275261,287,438,284
conv1,2,8,1.0,4,4,4
layer4,2,8,1.0,182,441,182
conv1,2,9,1.0,4,4,4
layer4,2,9,1.0,15,441,15
conv1,3,0,1.0,6,4,4
layer4,3,0,0.9195402298850575,261,441,240
conv1,3,1,1.0,5,6,5
layer4,3,1,0.985663082437276,279,462,275
conv1,3,2,1.0,6,6,6
layer4,3,2,1.0,212,466,212
conv1,3,3,0.8333333333333334,6,6,5
layer4,3,3,1.0,170,466,170
conv1,3,4,1.0,7,7,7
layer4,3,4,1.0,146,466,146
conv1,3,5,1.0,7,7,7
layer4,3,5,1.0,167,466,167
conv1,3,6,1.0,7,7,7
layer4,3,6,0.9951219512195122,205,466,204
conv1,3,7,1.0,9,7,7
layer4,3,7,1.0,85,467,85
conv1,3,8,1.0,7,9,7
layer4,3,8,1.0,63,467,63
conv1,3,9,1.0,9,9,9
layer4,3,9,1.0,91,467,91
conv1,4,0,1.0,9,9,9
layer4,4,0,0.9656357388316151,291,467,281
conv1,4,1,1.0,9,9,9
layer4,4,1,1.0,137,477,137
conv1,4,2,1.0,9,9,9
layer4,4,2,1.0,262,477,262
conv1,4,3,1.0,9,9,9
layer4,4,3,1.0,30,477,30
conv1,4,4,1.0,10,9,9
layer4,4,4,1.0,122,477,122
conv1,4,5,1.0,9,10,9
layer4,4,5,1.0,63,477,63
conv1,4,6,1.0,10,10,10
layer4,4,6,1.0,48,477,48
conv1,4,7,1.0,11,10,10
layer4,4,7,1.0,43,477,43
conv1,4,8,1.0,13,11,11
layer4,4,8,1.0,93,477,93
conv1,4,9,1.0,13,13,13
layer4,4,9,1.0,8,477,8
layer4,1,1,0.8,34,20,16
layer4,1,2,0.8421052631578947,44,38,32
conv1,1,3,1.0,3,2,2
layer4,1,3,0.9354838709677419,31,50,29
conv1,1,4,1.0,4,3,3
layer4,1,4,0.8043478260869565,46,52,37
conv1,1,5,0.75,5,4,3
layer4,1,5,0.8,55,61,44
conv1,1,6,1.0,4,6,4
layer4,1,6,0.9305555555555556,116,72,67
conv1,1,7,0.8,5,6,4
layer4,1,7,0.9493670886075949,79,121,75
conv1,1,8,1.0,4,7,4
layer4,1,8,0.975609756097561,82,125,80
conv1,1,9,0.6,5,7,3
layer4,1,9,1.0,81,127,81
conv1,2,0,1.0,4,9,4
layer4,2,0,0.5748031496062992,283,127,73
conv1,2,1,0.7142857142857143,7,9,5
layer4,2,1,0.9035369774919614,311,337,281
conv1,2,2,0.8333333333333334,6,11,5
layer4,2,2,1.0,281,367,281
conv1,2,3,1.0,5,12,5
layer4,2,3,1.0,247,367,247
conv1,2,4,1.0,5,12,5
layer4,2,4,0.9920318725099602,251,367,249
conv1,2,5,1.0,5,12,5
layer4,2,5,1.0,250,369,250
conv1,2,6,1.0,5,12,5
layer4,2,6,0.9898477157360406,197,369,195
conv1,2,7,1.0,5,12,5
layer4,2,7,1.0,201,371,201
conv1,2,8,0.8333333333333334,6,12,5
layer4,2,8,1.0,177,371,177
conv1,2,9,1.0,5,13,5
layer4,2,9,0.9958847736625515,243,371,242
conv1,3,0,1.0,6,13,6
layer4,3,0,0.8467741935483871,423,372,315
conv1,3,1,1.0,6,13,6
layer4,3,1,0.9882629107981221,426,480,421
conv1,3,2,0.875,8,13,7
layer4,3,2,1.0,420,485,420
conv1,3,3,1.0,8,14,8
layer4,3,3,1.0,409,485,409
conv1,3,4,0.7777777777777778,9,14,7
layer4,3,4,1.0,382,485,382
conv1,3,5,1.0,7,16,7
layer4,3,5,1.0,370,485,370
conv1,3,6,0.875,8,16,7
layer4,3,6,0.9975961538461539,416,485,415
conv1,3,7,1.0,9,17,9
layer4,3,7,1.0,353,486,353
conv1,3,8,1.0,10,17,10
layer4,3,8,1.0,324,486,324
conv1,3,9,1.0,9,17,9
layer4,3,9,1.0,343,486,343
conv1,4,0,1.0,10,17,10
layer4,4,0,0.9553191489361702,470,486,449
conv1,4,1,1.0,10,17,10
layer4,4,1,1.0,458,507,458
conv1,4,2,1.0,10,17,10
layer4,4,2,1.0,445,507,445
conv1,4,3,0.9090909090909091,11,17,10
layer4,4,3,1.0,440,507,440
conv1,4,4,1.0,10,18,10
layer4,4,4,1.0,452,507,452
conv1,4,5,1.0,10,18,10
layer4,4,5,1.0,396,507,396
conv1,4,6,1.0,10,18,10
layer4,4,6,1.0,436,507,436
conv1,4,7,1.0,10,18,10
layer4,4,7,1.0,426,507,426
conv1,4,8,1.0,10,18,10
layer4,4,8,1.0,405,507,405
conv1,4,9,1.0,11,18,11
layer4,4,9,1.0,429,507,429
conv1,0,1,1.0,2,1,1
layer4,0,1,0.9877300613496932,163,377,161
conv1,0,2,0.5,7,2,1
layer4,0,2,0.9261213720316622,384,379,351
conv1,0,3,0.6666666666666666,6,8,4
layer4,0,3,0.9963898916967509,277,412,276
conv1,0,4,0.7777777777777778,9,10,7
layer3,0,4,0.0,1,1,0
layer4,0,4,0.9555555555555556,405,413,387
conv1,0,5,0.5,2,12,1
layer4,0,5,1.0,99,431,99
conv1,0,6,0.8888888888888888,9,13,8
layer4,0,6,1.0,330,431,330
conv1,0,7,0.875,8,14,7
layer4,0,7,1.0,280,431,280
conv1,0,8,0.7272727272727273,11,15,8
layer4,0,8,1.0,6,431,6
conv1,0,9,0.875,8,18,7
layer4,0,9,1.0,203,431,203
conv1,1,0,0.5,6,19,3
layer4,1,0,0.9394904458598726,314,431,295
conv1,1,1,0.8571428571428571,7,22,6
layer4,1,1,0.9533333333333334,450,450,429
conv1,1,2,0.7142857142857143,7,23,5
layer4,1,2,0.9915074309978769,490,471,467
conv1,1,3,0.875,8,25,7
layer4,1,3,1.0,450,494,450
conv1,1,4,1.0,9,26,9
layer4,1,4,1.0,416,494,416
conv1,1,5,0.6153846153846154,13,26,8
layer4,1,5,0.9978401727861771,463,494,462
conv1,1,6,0.6923076923076923,13,31,9
layer4,1,6,1.0,439,495,439
conv1,1,7,0.8571428571428571,14,35,12
layer4,1,7,1.0,460,495,460
conv1,1,8,1.0,9,37,9
layer4,1,8,1.0,465,495,465
conv1,1,9,1.0,8,37,8
layer4,1,9,0.9978448275862069,464,495,463
conv1,2,0,0.7777777777777778,9,37,7
layer4,2,0,0.9872881355932204,472,496,466
conv1,2,1,0.8888888888888888,9,39,8
layer4,2,1,1.0,433,502,433
conv1,2,2,1.0,7,40,7
layer4,2,2,1.0,375,502,375
conv1,2,3,1.0,7,40,7
layer4,2,3,1.0,433,502,433
conv1,2,4,1.0,7,40,7
layer4,2,4,1.0,337,502,337
conv1,2,5,1.0,8,40,8
layer4,2,5,1.0,413,502,413
conv1,2,6,0.875,8,40,7
layer4,2,6,1.0,404,502,404
conv1,2,7,1.0,9,41,9
layer4,2,7,1.0,436,502,436
conv1,2,8,1.0,9,41,9
layer4,2,8,1.0,376,502,376
conv1,2,9,0.9,10,41,9
layer4,2,9,1.0,243,502,243
conv1,3,0,0.8571428571428571,14,42,12
layer4,3,0,0.9945054945054945,364,502,362
conv1,3,1,0.9285714285714286,14,44,13
layer4,3,1,1.0,434,504,434
conv1,3,2,1.0,17,45,17
layer4,3,2,1.0,328,504,328
conv1,3,3,1.0,17,45,17
layer4,3,3,1.0,325,504,325
conv1,3,4,0.95,20,45,19
layer4,3,4,1.0,343,504,343
conv1,3,5,1.0,18,46,18
layer4,3,5,1.0,265,504,265
conv1,3,6,1.0,18,46,18
layer4,3,6,1.0,278,504,278
conv1,3,7,0.9473684210526315,19,46,18
layer4,3,7,1.0,234,504,234
conv1,3,8,1.0,19,47,19
layer4,3,8,1.0,219,504,219
conv1,3,9,1.0,18,47,18
layer4,3,9,1.0,248,504,248
conv1,4,0,0.9444444444444444,18,47,17
layer4,4,0,0.9911111111111112,450,504,446
conv1,4,1,1.0,17,48,17
layer4,4,1,1.0,394,508,394
conv1,4,2,1.0,16,48,16
layer4,4,2,1.0,397,508,397
conv1,4,3,1.0,16,48,16
layer4,4,3,1.0,373,508,373
conv1,4,4,1.0,16,48,16
layer4,4,4,1.0,398,508,398
conv1,4,5,1.0,16,48,16
layer4,4,5,1.0,392,508,392
conv1,4,6,1.0,17,48,17
layer4,4,6,1.0,269,508,269
conv1,4,7,1.0,17,48,17
layer4,4,7,1.0,356,508,356
conv1,4,8,1.0,17,48,17
layer4,4,8,1.0,334,508,334
conv1,4,9,1.0,17,48,17
layer4,4,9,1.0,343,508,343
conv1,0,2,1.0,7,2,2
layer4,0,2,1.0,2,3,2
conv1,0,3,0.4,5,7,2
layer4,0,3,1.0,19,3,3
