model,1,2,3,4,5,Average
01_baseline_sgd_relu,97.1,77.12,78.03,64.12,68.66,77.01
relu_0.025_method1_sgd,97.1,65.88,66.53,57.15,62.22,69.78
relu_0.025_method2_sgd,97.1,65.88,66.53,57.15,62.22,69.78
relu_0.05_method1_sgd,97.1,64.12,65.42,62.42,67.24,71.26
relu_0.05_method2_sgd,97.1,64.12,65.42,62.42,67.24,71.26
relu_0.1_method1_sgd,97.1,63.7,70.5,62.92,58.27,70.5
relu_0.1_method2_sgd,97.1,63.7,70.5,62.92,58.77,70.6
