model,1,2,3,4,5,Average
01_baseline_sgd_relu,97.1,42.95,31.33,24.32,19.09,42.96
relu_0.025_method1_sgd,97.1,42.58,31.13,24.25,19.23,42.86
relu_0.025_method2_sgd,97.1,42.58,31.13,24.25,19.23,42.86
relu_0.05_method1_sgd,97.1,42.25,30.93,24.26,19.22,42.75
relu_0.05_method2_sgd,97.1,42.25,30.93,24.26,19.22,42.75
relu_0.1_method1_sgd,97.1,39.92,30.58,24.44,19.34,42.28
relu_0.1_method2_sgd,97.1,39.92,30.58,24.44,19.32,42.27
