neuron_id,death_task,death_epoch
20,2,0
104,2,0
36,2,1
48,2,1
96,2,1
99,2,1
10,3,0
11,3,0
13,3,0
16,3,0
17,3,0
19,3,0
21,3,0
24,3,0
32,3,0
33,3,0
34,3,0
43,3,0
46,3,0
52,3,0
58,3,0
62,3,0
64,3,0
67,3,0
73,3,0
75,3,0
88,3,0
89,3,0
90,3,0
91,3,0
100,3,0
105,3,0
112,3,0
119,3,0
120,3,0
128,3,0
133,3,0
135,3,0
139,3,0
143,3,0
145,3,0
149,3,0
151,3,0
154,3,0
155,3,0
0,4,0
3,4,0
5,4,0
8,4,0
18,4,0
25,4,0
27,4,0
31,4,0
35,4,0
37,4,0
40,4,0
44,4,0
54,4,0
65,4,0
69,4,0
76,4,0
78,4,0
80,4,0
81,4,0
82,4,0
85,4,0
86,4,0
87,4,0
93,4,0
103,4,0
107,4,0
108,4,0
116,4,0
129,4,0
137,4,0
138,4,0
140,4,0
144,4,0
152,4,0
156,4,0
