model,1,2,3,4,5,Average
01_baseline_sgd_relu,97.1,42.95,31.33,24.32,19.09,42.96
relu_0.1_ours_adam,98.0,44.2,26.55,19.25,17.34,41.07
relu_0.1_ours_sgd,97.1,42.95,30.0,24.29,18.5,42.57
relu_0.2_ours_adam,98.0,44.2,26.47,18.8,17.26,40.95
relu_0.2_ours_sgd,97.1,43.18,30.32,24.48,19.44,42.9
relu_0.3_ours_adam,98.0,36.33,31.23,20.46,17.32,40.67
relu_0.3_ours_sgd,97.1,42.65,30.5,24.32,19.21,42.76
